record_id,date,weather_station,district,rainfall_mm,max_temperature_c,min_temperature_c,flood_incidents,water_supply_interruptions,crop_yield_index,school_closure_days,district_policy_pressure_index
570,2022-12-22,Mankessim,Ekumfi,52.5,26.0,27.4,2,8,96.4,0,31.4
571,2023-10-15,Cape Coast South,Komenda,109.5,37.4,25.9,0,5,95.1,0,14.0
572,2025-02-21,Winneba,Komenda,111.7,31.8,25.6,1,3,74.8,1,48.8
573,2025-11-06,Komenda,Komenda,63.9,29.4,24.8,1,4,97.1,2,48.8
574,2024-02-07,Komenda,Cape Coast,42.7,29.5,23.5,1,4,90.2,0,32.6
575,2023-04-07,Komenda,Mfantsiman,98.2,33.0,20.5,1,2,94.9,1,31.2
576,2021-09-12,Elmina,Mfantsiman,24.5,30.4,23.2,0,2,94.1,0,60.3
577,2022-02-23,Komenda,Abura Asebu Kwamankese,39.9,29.8,23.5,0,1,97.7,0,67.3
578,2021-03-04,Cape Coast South,Cape Coast,32.6,32.8,22.8,0,4,84.6,2,48.3
579,2022-10-20,Cape Coast South,Cape Coast,75.5,30.7,22.2,0,3,82.6,0,38.4
580,2021-01-10,Elmina,Ekumfi,129.2,29.9,26.0,2,4,83.3,0,38.0
581,2023-12-07,Cape Coast North,Komenda,55.9,30.6,24.0,0,2,79.7,0,45.6
582,2021-05-03,Winneba,Komenda,65.2,30.3,22.6,1,1,81.8,1,51.3
583,2022-01-14,Mankessim,Abura Asebu Kwamankese,74.5,28.2,25.0,0,5,96.4,1,35.1
584,2021-02-02,Cape Coast South,Elmina,41.0,30.5,24.8,1,5,81.4,0,35.2
585,2023-10-27,Mankessim,Elmina,76.3,33.0,24.3,2,3,82.4,3,39.6
586,2022-06-17,Cape Coast South,Komenda,161.8,30.6,24.0,5,4,80.5,3,36.6
587,2024-12-08,Mankessim,Komenda,104.3,30.3,22.8,0,5,86.9,0,38.0
588,2022-04-19,Komenda,Komenda,115.1,33.5,23.9,3,4,75.4,2,48.0
589,2025-11-24,Cape Coast North,Mfantsiman,60.3,28.6,25.4,3,1,86.3,1,53.9
590,2022-06-17,Komenda,Elmina,26.6,30.9,22.1,2,5,93.0,1,36.3
591,2022-09-15,Elmina,Abura Asebu Kwamankese,109.4,32.4,21.8,0,6,89.7,1,46.6
592,2024-10-25,Winneba,Komenda,95.5,29.9,25.7,2,3,80.2,4,47.0
593,2021-06-22,Mankessim,Cape Coast,37.5,30.7,23.5,1,3,82.5,1,52.4
594,2022-09-01,Winneba,Elmina,35.5,30.8,24.8,0,0,83.8,0,44.7
595,2024-10-29,Komenda,Cape Coast,11.1,33.2,24.2,0,8,93.2,1,32.9
596,2023-08-04,Winneba,Cape Coast,9.9,29.3,21.3,0,3,90.7,2,48.8
597,2024-11-11,Winneba,Ekumfi,278.0,28.5,23.0,4,1,72.0,1,47.7
598,2024-01-05,Cape Coast North,Cape Coast,157.5,30.2,19.8,2,2,80.8,2,44.5
599,2021-02-02,Cape Coast South,Komenda,49.0,31.1,24.6,1,7,88.9,1,35.1
600,2022-08-06,Mankessim,Cape Coast,67.2,32.9,24.2,0,4,87.9,2,37.2
601,2022-07-24,Elmina,Cape Coast,62.5,29.1,21.8,0,2,92.5,0,39.7
602,2024-01-01,Cape Coast North,Abura Asebu Kwamankese,65.7,35.4,25.3,1,3,97.0,0,37.7
603,2024-08-19,Cape Coast North,Ekumfi,53.6,27.9,22.8,0,2,91.7,0,64.2
604,2023-03-16,Komenda,Komenda,27.2,27.2,20.9,0,5,96.3,0,51.7
605,2021-07-01,Komenda,Elmina,174.8,28.8,23.9,0,2,73.3,1,37.6
606,2021-10-18,Komenda,Mfantsiman,83.6,28.5,22.2,0,3,98.2,1,38.3
607,2025-05-18,Elmina,Komenda,48.5,30.5,25.6,1,6,94.7,0,54.1
608,2022-06-03,Komenda,Abura Asebu Kwamankese,158.9,30.4,23.6,2,0,93.1,0,60.2
609,2021-09-17,Cape Coast South,Komenda,119.1,32.7,25.6,2,2,83.7,1,50.4
610,2023-03-13,Elmina,Komenda,153.9,33.7,22.2,1,5,81.0,1,41.5
611,2022-12-27,Winneba,Mfantsiman,109.2,31.4,23.1,1,3,76.9,0,40.6
612,2025-12-30,Elmina,Abura Asebu Kwamankese,52.0,28.3,22.2,1,4,96.7,2,41.3
613,2021-09-06,Winneba,Abura Asebu Kwamankese,73.7,32.1,24.4,0,2,79.5,0,40.7
614,2021-07-22,Cape Coast North,Komenda,80.8,31.2,23.9,0,3,89.9,1,35.0
615,2023-10-30,Winneba,Komenda,87.9,32.6,22.7,5,5,95.4,3,65.3
616,2025-06-30,Elmina,Ekumfi,66.1,31.8,26.4,1,4,88.1,0,48.3
617,2021-05-23,Cape Coast South,Elmina,75.1,32.0,23.4,0,2,88.1,1,48.6
618,2024-01-21,Cape Coast South,Mfantsiman,39.1,32.3,24.2,0,2,105.6,0,28.2
619,2024-08-02,Winneba,Cape Coast,107.8,32.8,24.8,0,4,69.3,1,47.8
620,2022-01-04,Elmina,Cape Coast,44.5,30.4,23.2,0,3,90.2,0,19.9
621,2021-10-27,Winneba,Ekumfi,20.5,32.6,24.1,0,4,85.8,0,27.2
622,2021-10-06,Winneba,Cape Coast,48.9,32.8,24.5,0,3,94.8,0,48.5
623,2024-09-09,Cape Coast North,Abura Asebu Kwamankese,27.1,29.2,24.5,1,3,101.7,0,50.2
624,2025-01-25,Elmina,Komenda,46.3,31.9,22.8,0,2,83.3,1,21.5
625,2025-10-13,Winneba,Cape Coast,64.8,30.0,24.7,0,2,93.9,1,50.1
626,2022-04-17,Komenda,Komenda,71.2,31.8,23.9,0,4,91.7,1,53.1
627,2022-07-23,Komenda,Mfantsiman,62.5,31.5,23.2,0,5,95.7,1,28.5
628,2022-03-05,Komenda,Elmina,59.5,28.1,20.7,1,1,87.1,0,53.3
629,2023-10-13,Winneba,Ekumfi,39.5,30.6,23.4,1,1,99.7,0,46.4
630,2024-06-05,Elmina,Komenda,91.3,29.7,25.2,1,5,92.8,2,42.1
631,2022-12-12,Cape Coast North,Abura Asebu Kwamankese,102.9,31.4,25.4,1,7,86.8,2,39.1
632,2024-06-29,Komenda,Abura Asebu Kwamankese,119.0,30.6,20.5,0,2,84.2,1,39.6
633,2025-12-15,Winneba,Mfantsiman,31.5,32.7,22.5,0,3,97.5,0,59.1
634,2025-07-01,Winneba,Komenda,140.3,28.4,24.3,0,1,87.4,1,56.0
635,2024-04-11,Elmina,Ekumfi,34.3,29.7,22.5,0,4,89.6,2,56.4
636,2025-05-04,Winneba,Ekumfi,90.9,31.8,23.0,0,3,74.5,1,41.5
637,2023-11-05,Elmina,Elmina,135.7,31.4,27.3,2,5,71.1,2,40.3
638,2022-11-18,Cape Coast North,Ekumfi,52.4,28.6,24.4,0,1,99.0,1,47.8
639,2025-11-12,Cape Coast North,Abura Asebu Kwamankese,26.4,27.8,22.4,1,1,87.6,1,56.5
640,2022-09-26,Winneba,Abura Asebu Kwamankese,66.5,32.9,21.0,0,4,81.9,0,41.5
641,2021-05-13,Cape Coast South,Mfantsiman,51.0,27.2,22.6,0,3,90.3,0,41.3
642,2022-09-09,Cape Coast North,Abura Asebu Kwamankese,80.7,30.6,22.5,1,5,90.2,3,40.5
643,2025-06-24,Elmina,Cape Coast,63.2,30.4,24.8,0,4,84.8,0,46.1
644,2025-01-09,Winneba,Cape Coast,58.2,31.6,27.2,1,1,75.7,0,46.5
645,2022-04-13,Mankessim,Ekumfi,67.3,31.1,23.4,1,2,87.1,0,39.4
646,2022-10-09,Mankessim,Mfantsiman,56.0,27.1,22.3,1,3,82.8,2,37.4
647,2021-11-26,Cape Coast South,Ekumfi,47.3,32.5,25.0,1,2,82.2,0,39.3
648,2025-09-25,Cape Coast North,Ekumfi,52.4,30.2,24.5,0,3,96.3,1,27.0
649,2024-10-09,Elmina,Abura Asebu Kwamankese,169.2,31.1,22.8,3,5,72.0,3,35.0
650,2024-01-16,Mankessim,Cape Coast,88.5,31.1,23.6,2,8,92.5,4,55.0
651,2025-06-18,Winneba,Mfantsiman,21.0,30.6,24.6,0,3,97.0,2,46.0
652,2023-07-25,Elmina,Cape Coast,97.2,32.9,23.5,1,4,86.8,0,47.1
653,2022-07-23,Winneba,Elmina,100.6,35.3,23.4,1,0,95.7,1,43.5
654,2022-02-21,Cape Coast South,Abura Asebu Kwamankese,95.0,32.3,23.3,1,5,94.2,1,19.1
655,2022-04-27,Elmina,Abura Asebu Kwamankese,71.2,29.7,24.9,1,6,78.4,0,43.7
656,2025-06-04,Mankessim,Komenda,82.8,33.4,22.7,0,2,88.8,1,46.2
657,2022-02-22,Elmina,Elmina,32.4,31.0,22.4,0,3,91.5,0,45.8
658,2024-12-08,Cape Coast North,Elmina,83.4,34.1,26.6,1,3,96.8,0,44.8
659,2021-06-01,Elmina,Abura Asebu Kwamankese,91.6,30.7,22.2,1,4,74.1,1,27.6
660,2023-03-15,Cape Coast North,Abura Asebu Kwamankese,64.4,29.4,22.7,0,3,90.2,1,57.7
661,2025-04-01,Elmina,Cape Coast,50.7,31.1,22.6,3,2,91.9,1,62.1
662,2023-09-27,Elmina,Mfantsiman,35.1,29.7,22.9,0,0,100.2,1,60.5
663,2023-04-06,Cape Coast North,Cape Coast,28.9,31.3,26.0,2,2,94.1,1,27.6
664,2022-01-04,Cape Coast North,Cape Coast,100.1,30.5,25.8,1,4,89.7,0,46.0
665,2023-10-24,Mankessim,Komenda,12.5,30.4,24.2,0,1,105.5,0,54.2
666,2023-09-04,Cape Coast North,Cape Coast,47.0,29.2,25.1,1,4,89.0,0,46.9
667,2024-08-03,Cape Coast South,Mfantsiman,45.3,29.0,26.6,1,1,91.8,0,45.5
668,2025-11-30,Winneba,Mfantsiman,101.3,29.6,22.5,0,7,90.2,3,40.4
669,2021-05-20,Mankessim,Komenda,47.0,29.8,24.8,3,4,84.2,0,52.5
670,2024-04-04,Komenda,Cape Coast,83.5,33.9,23.5,0,1,78.0,1,49.8
671,2021-06-23,Winneba,Abura Asebu Kwamankese,35.5,30.9,23.5,0,11,94.4,1,17.9
672,2025-02-20,Winneba,Abura Asebu Kwamankese,51.0,34.5,27.6,0,3,91.5,0,55.7
673,2025-01-09,Winneba,Abura Asebu Kwamankese,92.8,33.7,24.8,1,7,100.5,0,51.2
674,2024-09-11,Mankessim,Mfantsiman,29.9,30.7,23.1,0,4,90.9,1,45.6
675,2023-04-25,Cape Coast South,Abura Asebu Kwamankese,42.1,29.6,26.0,0,2,94.7,0,49.1
676,2024-08-25,Mankessim,Mfantsiman,68.7,30.5,23.5,0,0,81.4,1,32.9
677,2021-10-17,Winneba,Ekumfi,34.9,31.5,23.1,2,1,88.5,0,46.3
678,2025-07-27,Mankessim,Komenda,112.3,33.8,23.4,1,4,97.2,0,27.9
679,2023-06-07,Cape Coast South,Ekumfi,12.8,28.6,25.0,0,2,85.2,0,69.8
680,2022-04-02,Komenda,Elmina,82.1,29.6,22.8,2,4,92.8,1,47.2
681,2025-12-30,Komenda,Elmina,45.1,30.1,25.5,0,3,100.4,1,48.8
682,2023-11-17,Cape Coast North,Cape Coast,91.5,32.6,24.5,3,4,86.6,2,44.2
683,2022-01-31,Winneba,Abura Asebu Kwamankese,95.8,32.0,27.0,5,4,79.8,2,20.1
684,2022-01-03,Winneba,Elmina,44.4,30.8,25.6,0,3,99.4,0,30.8
685,2025-04-03,Cape Coast North,Mfantsiman,18.3,33.4,26.1,1,4,100.4,0,28.8
686,2025-09-07,Cape Coast South,Mfantsiman,98.9,34.3,22.5,2,6,86.9,1,42.1
687,2024-04-08,Winneba,Mfantsiman,73.0,28.2,23.8,1,0,92.8,0,41.5
688,2024-08-02,Winneba,Komenda,25.4,29.6,20.6,0,0,88.7,0,57.1
689,2021-02-06,Mankessim,Cape Coast,55.7,31.4,23.7,0,6,86.2,2,29.5
690,2021-10-25,Mankessim,Komenda,58.8,29.2,23.3,0,3,90.4,0,42.7
691,2023-02-23,Komenda,Abura Asebu Kwamankese,15.5,30.8,23.9,0,3,93.6,0,33.1
692,2021-01-27,Cape Coast South,Elmina,86.0,29.9,22.4,1,3,78.8,0,54.2
693,2023-07-08,Cape Coast South,Ekumfi,71.1,27.2,23.7,2,1,84.8,0,54.5
694,2023-10-09,Komenda,Komenda,88.5,29.2,23.2,2,5,79.4,1,32.2
695,2025-09-30,Cape Coast South,Komenda,36.3,29.1,28.3,0,5,98.0,0,37.3
696,2021-04-16,Mankessim,Abura Asebu Kwamankese,75.0,31.1,22.8,0,7,92.3,0,27.1
697,2022-05-27,Cape Coast North,Ekumfi,30.6,31.6,20.6,0,4,95.7,0,53.2
698,2022-08-13,Winneba,Ekumfi,122.0,31.7,23.7,4,5,65.1,0,38.6
699,2021-06-04,Elmina,Komenda,71.1,32.7,21.8,0,2,81.0,0,50.1
700,2021-01-17,Mankessim,Mfantsiman,92.9,28.8,25.5,2,3,89.8,2,47.4
701,2023-01-17,Cape Coast North,Mfantsiman,13.3,29.8,25.7,0,4,102.7,0,33.1
702,2024-02-21,Komenda,Abura Asebu Kwamankese,58.9,29.2,24.2,1,1,93.1,1,61.5
703,2023-02-13,Komenda,Elmina,102.8,30.1,28.3,0,2,91.5,1,39.9
704,2025-01-25,Komenda,Cape Coast,22.7,27.5,25.1,0,1,97.1,0,30.2
705,2021-03-24,Elmina,Elmina,90.6,27.3,21.9,1,6,90.9,0,38.6
706,2025-08-01,Cape Coast North,Abura Asebu Kwamankese,79.2,30.7,25.3,1,4,88.3,0,34.8
707,2024-02-18,Elmina,Abura Asebu Kwamankese,115.9,26.6,25.3,1,2,78.9,0,63.2
708,2021-06-22,Mankessim,Mfantsiman,15.5,31.5,25.2,1,3,99.9,1,50.7
709,2025-11-27,Winneba,Ekumfi,60.6,30.7,24.4,1,5,94.4,1,51.6
710,2025-01-03,Komenda,Abura Asebu Kwamankese,124.4,29.0,22.2,0,3,87.9,2,26.3
711,2023-03-10,Elmina,Cape Coast,103.3,30.4,22.5,1,2,88.5,0,60.2
712,2024-06-30,Winneba,Elmina,22.2,30.9,23.8,0,3,88.6,1,38.1
713,2023-01-01,Winneba,Elmina,14.8,30.3,23.7,0,3,102.2,0,31.7
714,2024-12-18,Mankessim,Cape Coast,106.9,31.9,24.6,0,3,73.9,2,46.8
715,2021-01-03,Winneba,Ekumfi,83.7,31.9,20.7,1,1,86.7,0,42.1
716,2024-04-13,Komenda,Ekumfi,73.0,27.5,23.1,1,4,97.1,0,35.9
717,2022-08-27,Cape Coast South,Mfantsiman,102.9,30.0,25.1,2,5,85.9,1,53.7
718,2025-03-01,Winneba,Elmina,97.4,32.3,26.1,0,1,86.5,0,28.3
719,2024-10-23,Cape Coast South,Elmina,17.1,30.4,23.3,0,1,88.5,0,37.4
720,2024-12-02,Winneba,Komenda,20.9,31.1,24.2,0,1,105.7,0,47.6
721,2023-09-24,Elmina,Komenda,57.7,32.5,23.4,3,1,97.9,0,55.1
722,2025-08-02,Mankessim,Mfantsiman,32.9,31.3,23.2,0,2,106.4,1,27.0
723,2021-07-22,Winneba,Ekumfi,136.2,31.2,22.5,1,5,82.6,0,46.4
724,2024-06-20,Komenda,Cape Coast,34.7,29.9,22.7,1,2,83.9,0,49.5
725,2022-06-27,Komenda,Mfantsiman,185.4,29.7,24.2,2,4,62.4,2,33.2
726,2024-08-19,Cape Coast South,Abura Asebu Kwamankese,109.4,30.5,24.8,1,1,94.9,2,24.3
727,2025-06-02,Cape Coast South,Elmina,42.8,31.6,21.4,1,1,93.6,1,33.8
728,2025-09-03,Mankessim,Komenda,81.7,30.6,24.6,2,1,88.4,0,56.9
729,2023-02-18,Cape Coast North,Ekumfi,35.0,29.1,23.6,0,4,85.9,1,37.9
730,2025-05-11,Elmina,Elmina,158.3,30.1,24.0,3,1,87.8,2,41.3
731,2023-02-13,Mankessim,Cape Coast,29.7,27.9,22.5,0,3,92.5,0,49.4
732,2024-02-27,Cape Coast North,Abura Asebu Kwamankese,88.1,29.0,28.1,1,5,88.6,0,34.0
733,2024-09-17,Mankessim,Abura Asebu Kwamankese,56.1,28.6,26.2,1,3,77.8,0,52.5
734,2023-10-23,Winneba,Komenda,28.1,32.5,24.9,1,3,101.7,0,43.1
735,2025-08-27,Cape Coast South,Komenda,45.5,28.0,23.4,0,2,89.8,2,25.6
736,2023-08-27,Komenda,Elmina,67.2,31.0,23.4,3,2,88.1,0,55.2
737,2024-09-21,Elmina,Komenda,144.3,28.4,26.5,3,2,84.0,1,49.8
738,2023-07-26,Komenda,Cape Coast,85.7,26.4,23.4,1,2,93.0,0,49.1
739,2022-04-27,Mankessim,Ekumfi,18.8,31.0,23.6,0,3,92.9,1,36.7
740,2025-09-25,Cape Coast South,Komenda,38.4,31.6,22.2,1,3,94.6,1,34.0
741,2025-07-19,Cape Coast North,Ekumfi,53.8,34.4,26.4,0,1,80.2,0,53.3
742,2025-12-30,Elmina,Cape Coast,193.2,30.2,27.4,1,4,78.6,1,45.6
743,2021-03-07,Cape Coast South,Ekumfi,78.5,26.7,23.5,2,1,90.1,0,45.1
744,2022-10-01,Komenda,Cape Coast,79.7,30.0,25.3,2,2,86.7,0,47.9
745,2022-04-22,Winneba,Abura Asebu Kwamankese,78.9,32.7,23.2,0,3,97.9,0,33.6
746,2024-02-04,Winneba,Cape Coast,62.6,32.6,23.1,3,4,86.6,0,48.2
747,2023-06-03,Winneba,Elmina,42.0,33.5,24.0,0,4,97.1,0,49.0
748,2024-09-14,Mankessim,Ekumfi,50.8,31.7,25.9,1,2,90.3,0,70.8
749,2023-02-15,Cape Coast North,Ekumfi,24.9,30.9,26.5,2,1,97.2,0,48.4
750,2024-05-28,Komenda,Komenda,120.1,35.2,22.9,2,1,93.2,0,57.1
751,2024-12-22,Elmina,Abura Asebu Kwamankese,70.8,27.4,21.1,4,4,94.1,0,54.0
752,2022-10-13,Cape Coast South,Mfantsiman,21.5,32.2,22.3,0,1,86.3,0,47.7
753,2021-09-14,Winneba,Cape Coast,75.5,32.4,23.9,1,5,92.5,0,35.9
754,2023-08-02,Winneba,Mfantsiman,15.0,30.8,22.8,0,3,98.7,0,32.8
755,2025-09-30,Cape Coast North,Elmina,47.5,29.4,23.8,1,3,91.5,0,38.0
756,2021-06-19,Winneba,Cape Coast,104.7,32.5,26.9,0,1,85.6,1,42.4
757,2022-04-06,Cape Coast North,Elmina,90.9,31.5,22.6,1,5,94.4,1,35.2
758,2022-03-05,Cape Coast North,Elmina,47.5,31.5,25.9,0,4,86.0,0,26.7
759,2024-10-02,Cape Coast North,Cape Coast,84.9,27.3,21.9,1,5,84.7,0,45.8
760,2023-09-10,Winneba,Abura Asebu Kwamankese,90.1,29.4,21.6,0,3,89.9,0,31.0
761,2025-04-19,Winneba,Komenda,35.1,30.5,24.8,0,4,97.1,0,48.7
762,2021-04-17,Mankessim,Abura Asebu Kwamankese,84.2,30.4,21.6,2,3,86.2,0,40.4
763,2021-02-01,Elmina,Mfantsiman,58.9,34.1,22.0,1,5,99.9,0,27.1
764,2021-11-13,Cape Coast North,Mfantsiman,72.6,32.4,24.4,1,5,65.6,1,28.6
765,2021-08-09,Mankessim,Cape Coast,154.8,28.6,23.4,2,4,78.9,1,43.9
766,2021-09-19,Cape Coast South,Komenda,44.8,31.5,23.9,2,5,88.0,1,41.6
767,2023-05-22,Mankessim,Ekumfi,117.1,33.3,23.4,1,4,85.5,0,29.5
768,2023-09-01,Komenda,Ekumfi,63.7,28.9,24.5,0,3,90.6,0,34.8
769,2023-09-01,Cape Coast North,Komenda,47.5,31.5,23.6,0,2,102.5,0,48.4
770,2021-04-07,Mankessim,Elmina,105.6,29.9,22.2,2,4,74.6,1,46.2
771,2023-01-20,Cape Coast South,Cape Coast,41.8,31.7,23.5,2,3,94.6,0,40.5
772,2023-08-16,Cape Coast North,Elmina,92.2,31.9,25.8,0,4,93.9,0,52.5
773,2021-10-18,Winneba,Ekumfi,36.8,32.8,23.1,3,2,96.9,0,26.0
774,2025-12-08,Mankessim,Elmina,38.2,31.4,24.0,2,4,86.3,0,32.6
775,2023-06-29,Winneba,Elmina,103.9,31.1,25.2,1,2,87.9,1,35.1
776,2023-05-27,Elmina,Cape Coast,35.4,29.6,23.8,0,0,92.8,1,56.7
777,2022-07-11,Elmina,Elmina,51.6,30.5,23.8,0,3,89.3,0,47.9
778,2023-10-14,Cape Coast North,Abura Asebu Kwamankese,34.9,34.1,23.3,2,2,99.2,2,70.6
779,2022-06-22,Winneba,Mfantsiman,136.4,32.5,26.1,2,3,97.0,2,50.0
780,2025-11-11,Cape Coast North,Komenda,61.5,30.4,24.5,1,0,86.6,1,46.7
781,2021-10-23,Mankessim,Abura Asebu Kwamankese,61.1,30.7,24.0,0,3,91.0,0,62.2
782,2025-08-25,Cape Coast South,Ekumfi,122.6,28.5,25.4,1,0,76.4,0,37.6
783,2022-08-14,Cape Coast North,Elmina,48.3,31.0,24.0,0,6,90.3,1,28.5
784,2024-07-01,Elmina,Abura Asebu Kwamankese,114.0,34.4,23.3,3,2,81.7,0,34.5
785,2022-08-27,Komenda,Abura Asebu Kwamankese,25.6,30.6,23.6,0,1,102.9,1,51.0
786,2022-08-30,Cape Coast South,Ekumfi,69.8,30.9,24.5,0,0,99.4,1,46.3
787,2023-12-26,Elmina,Abura Asebu Kwamankese,106.5,32.3,24.2,1,0,81.4,1,45.8
788,2024-03-19,Winneba,Komenda,29.5,32.8,25.5,0,3,91.0,0,41.6
789,2024-12-19,Cape Coast North,Ekumfi,57.9,30.2,24.0,1,0,85.6,0,47.4
790,2021-11-11,Elmina,Ekumfi,52.9,33.0,22.0,1,5,92.4,0,23.7
791,2021-08-15,Mankessim,Cape Coast,37.5,32.5,26.3,3,4,96.9,0,59.6
792,2024-09-23,Elmina,Elmina,168.9,30.7,22.8,2,4,77.2,2,36.8
793,2023-01-18,Winneba,Ekumfi,56.2,28.3,26.6,0,4,87.0,0,43.7
794,2025-08-23,Komenda,Elmina,76.1,33.3,26.3,0,5,98.8,0,30.5
795,2023-03-14,Winneba,Ekumfi,51.8,30.3,26.5,2,2,89.7,0,41.5
796,2022-09-15,Cape Coast North,Mfantsiman,28.9,28.4,24.5,1,2,86.1,0,40.8
797,2023-12-30,Mankessim,Cape Coast,96.9,29.4,24.8,0,0,90.1,1,45.9
798,2024-11-12,Winneba,Komenda,96.8,29.2,22.0,1,5,81.7,0,49.1
799,2024-10-05,Cape Coast North,Abura Asebu Kwamankese,100.7,32.3,22.7,0,5,84.2,1,32.5
800,2023-01-24,Mankessim,Mfantsiman,32.9,29.5,25.2,0,3,91.7,1,36.4
801,2023-08-30,Mankessim,Elmina,125.8,31.2,21.1,1,1,81.6,1,40.7
802,2025-03-24,Winneba,Cape Coast,69.3,31.7,25.2,1,6,96.7,0,30.9
803,2023-04-01,Komenda,Ekumfi,45.5,33.0,22.1,0,2,97.3,0,45.9
804,2024-09-26,Cape Coast North,Ekumfi,78.6,31.3,21.9,2,4,91.5,0,56.3
805,2023-03-10,Cape Coast North,Cape Coast,43.3,29.1,22.8,1,4,88.7,1,45.4
806,2021-01-22,Elmina,Cape Coast,43.5,30.8,23.0,0,4,87.7,1,37.2
807,2025-08-05,Winneba,Mfantsiman,33.7,27.8,23.0,0,3,96.3,1,58.1
808,2025-10-03,Elmina,Mfantsiman,62.3,28.1,23.3,0,2,90.2,0,35.2
809,2023-11-23,Cape Coast South,Mfantsiman,53.1,29.0,24.6,1,4,98.6,0,42.3
810,2023-07-01,Cape Coast North,Cape Coast,33.6,30.9,24.6,2,2,93.3,0,61.3
811,2021-01-18,Komenda,Cape Coast,27.5,32.4,26.9,0,4,93.9,1,26.4
812,2025-08-07,Komenda,Mfantsiman,34.2,32.6,22.4,0,1,91.4,1,41.6
813,2023-11-20,Cape Coast North,Mfantsiman,109.0,30.8,23.0,1,4,87.0,1,45.3
814,2022-01-11,Elmina,Cape Coast,87.5,31.6,21.7,1,0,88.3,3,50.0
815,2025-07-02,Cape Coast North,Ekumfi,62.8,31.3,22.5,1,4,91.5,0,37.1
816,2023-06-27,Cape Coast South,Mfantsiman,47.3,31.1,23.1,0,2,87.5,1,58.8
817,2021-01-14,Mankessim,Mfantsiman,50.2,30.3,24.8,0,3,83.4,0,36.0
818,2022-09-08,Cape Coast South,Cape Coast,82.8,31.8,22.1,2,2,82.3,1,38.9
819,2024-01-30,Cape Coast South,Komenda,205.9,30.8,26.0,1,2,86.1,1,42.5
820,2021-08-10,Cape Coast North,Komenda,35.4,31.7,24.3,0,3,91.2,0,29.7
821,2021-08-01,Mankessim,Mfantsiman,140.8,31.5,26.3,0,5,80.7,1,21.2
822,2021-09-12,Winneba,Elmina,55.6,31.2,22.6,0,5,95.5,2,45.5
823,2022-10-08,Elmina,Abura Asebu Kwamankese,145.6,30.0,24.0,4,0,80.5,1,53.6
824,2022-06-09,Komenda,Komenda,101.4,27.7,24.1,1,6,85.9,2,33.4
825,2025-09-12,Mankessim,Elmina,86.1,30.8,26.6,2,2,82.7,0,56.5
826,2022-05-15,Winneba,Mfantsiman,67.9,27.4,25.3,1,4,93.3,0,42.7
827,2022-05-09,Mankessim,Abura Asebu Kwamankese,27.4,28.6,22.1,0,5,87.3,0,34.9
828,2024-11-05,Cape Coast North,Cape Coast,70.2,31.2,24.8,1,3,78.3,1,34.4
829,2024-05-28,Elmina,Elmina,63.6,28.4,23.4,0,5,99.0,2,34.1
830,2021-03-22,Mankessim,Abura Asebu Kwamankese,44.2,30.2,24.1,1,3,88.7,1,40.2
831,2024-05-13,Cape Coast North,Mfantsiman,45.8,30.7,23.7,0,1,86.5,1,52.9
832,2025-02-23,Komenda,Komenda,160.3,27.9,25.8,2,5,82.1,0,35.3
833,2021-08-13,Cape Coast North,Elmina,61.5,29.8,22.7,2,1,78.8,0,49.7
834,2025-06-25,Cape Coast North,Komenda,64.6,31.8,23.9,1,1,95.7,1,44.1
835,2023-04-17,Winneba,Cape Coast,67.0,29.1,23.4,2,6,81.8,1,34.0
836,2025-11-23,Cape Coast North,Komenda,54.7,29.7,22.4,1,2,86.4,2,46.9
837,2022-04-26,Komenda,Elmina,24.7,33.2,25.4,1,1,90.8,0,49.0
838,2024-01-27,Winneba,Ekumfi,69.2,31.6,23.5,1,3,86.0,2,36.5
839,2023-06-29,Cape Coast North,Komenda,107.9,31.7,23.0,2,4,84.5,0,38.2
840,2025-11-14,Cape Coast North,Elmina,43.1,30.2,25.9,0,5,96.9,0,29.5
841,2024-02-25,Cape Coast South,Abura Asebu Kwamankese,130.7,30.9,24.2,1,5,93.2,1,50.1
842,2024-05-21,Mankessim,Komenda,148.0,31.8,22.7,0,3,93.9,0,54.6
843,2024-05-14,Cape Coast South,Elmina,22.4,33.3,24.8,2,5,90.5,1,38.5
844,2022-08-26,Winneba,Abura Asebu Kwamankese,101.2,27.2,21.8,1,0,84.2,3,54.2
845,2022-02-27,Mankessim,Ekumfi,75.0,29.8,24.9,0,5,84.1,0,29.9
846,2023-01-12,Komenda,Cape Coast,33.9,31.1,22.7,0,1,86.3,0,41.0
847,2022-03-08,Cape Coast North,Elmina,71.9,33.3,25.3,1,4,84.1,1,48.7
848,2025-12-23,Mankessim,Ekumfi,49.9,27.8,25.2,0,3,76.0,0,35.7
849,2023-01-30,Mankessim,Elmina,75.0,31.3,24.1,3,6,96.9,1,38.5
850,2023-03-07,Mankessim,Mfantsiman,62.8,31.9,24.5,1,2,77.6,0,34.3
851,2024-09-06,Elmina,Abura Asebu Kwamankese,56.8,32.1,24.5,0,5,99.8,0,33.1
852,2023-02-20,Winneba,Cape Coast,72.9,31.9,25.7,3,4,88.0,1,50.4
853,2025-07-14,Mankessim,Ekumfi,73.1,29.9,26.0,3,5,82.4,0,49.0
854,2021-12-08,Winneba,Cape Coast,51.4,29.0,23.3,1,1,77.8,0,39.5
