market_record_id,date,region,district,market_name,commodity,price_ghs,wholesale_price_ghs,quantity_available_kg,seller_type,mobile_money_acceptance,market_centre_type
540,2024-12-01,Greater Accra,Madina,Agbogbloshie,cassava,14.44,12.82,579,aggregator,yes,urban
541,2024-01-31,Ashanti,Ejisu,Agbogbloshie,cassava,14.42,12.91,187,wholesaler,no,peri-urban
542,2025-08-11,North East,Chereponi,Ho Main Market,rice,14.34,11.85,249,wholesaler,yes,urban
543,2024-02-09,Savannah,Damongo,Techiman Market,maize,8.18,6.99,423,wholesaler,yes,urban
544,2025-09-22,Upper West,Wa,Tamale Central,sardine,8.11,7.48,163,aggregator,yes,peri-urban
545,2022-01-01,Upper West,Wa,Tamale Central,onion,10.15,8.45,550,aggregator,yes,peri-urban
546,2022-04-19,Savannah,Bole,Ho Main Market,yam,19.19,16.23,87,aggregator,yes,urban
547,2024-07-16,Central,Komenda,Tamale Central,palm oil,11.97,10.42,117,aggregator,no,peri-urban
548,2025-02-22,Western,Sekondi-Takoradi,Techiman Market,plantain,11.19,10.31,26,wholesaler,yes,peri-urban
549,2024-12-23,Western,Tarkwa,Keta Market,cassava,11.12,9.46,196,wholesaler,yes,urban
550,2022-07-25,Western,Tarkwa,Kotokuraba,sardine,12.83,12.06,225,retailer,yes,urban
551,2025-12-09,Savannah,Salaga,Takoradi Market,sardine,24.43,21.07,318,aggregator,yes,peri-urban
552,2024-04-29,Oti,Dambai,Ho Main Market,maize,12.77,11.06,248,wholesaler,no,rural
553,2025-06-21,Greater Accra,Accra,Takoradi Market,rice,10.22,8.53,289,wholesaler,no,rural
554,2023-08-13,Central,Mfantsiman,Makola,palm oil,13.58,12.24,100,wholesaler,yes,urban
555,2023-09-15,Western North,Sefwi Wiawso,Techiman Market,sardine,24.89,21.14,207,wholesaler,no,urban
556,2025-05-24,Ashanti,Mampong,Takoradi Market,plantain,11.29,10.11,520,wholesaler,yes,rural
557,2024-08-22,Western North,Bibiani,Ho Main Market,maize,8.91,7.54,506,wholesaler,no,peri-urban
558,2024-08-22,Upper East,Paga,Keta Market,pepper,11.3,9.79,507,aggregator,yes,rural
559,2023-10-15,Upper East,Bolgatanga,Tamale Central,plantain,14.08,12.99,497,retailer,yes,rural
560,2025-11-04,Upper East,Navrongo,Agbogbloshie,yam,17.13,15.57,308,retailer,no,urban
561,2022-03-20,Bono East,Nkoranza,Agbogbloshie,rice,19.15,16.06,125,aggregator,yes,peri-urban
562,2023-02-19,Upper West,Wa,Makola,palm oil,9.34,8.34,595,wholesaler,no,rural
563,2025-03-18,Savannah,Damongo,Takoradi Market,rice,9.65,8.64,242,aggregator,yes,peri-urban
564,2023-10-01,Central,Cape Coast,Aboabo Market,rice,12.02,9.99,401,wholesaler,no,urban
565,2024-03-01,Eastern,Akim Oda,Ho Main Market,maize,17.11,14.99,123,wholesaler,no,rural
566,2024-11-27,Central,Mfantsiman,Aboabo Market,rice,8.66,7.37,133,wholesaler,no,urban
567,2025-03-26,Oti,Nkwanta South,Ho Main Market,onion,10.89,9.54,527,wholesaler,no,rural
568,2022-11-29,Savannah,Bole,Ho Main Market,plantain,10.94,9.99,74,wholesaler,yes,peri-urban
569,2022-10-15,Western North,Bodi,Keta Market,palm oil,18.72,15.71,140,aggregator,yes,urban
570,2025-02-09,Western,Tarkwa,Makola,plantain,16.2,13.52,236,aggregator,no,peri-urban
571,2025-01-19,Ahafo,Asunafo North,Agbogbloshie,pepper,18.47,15.74,22,retailer,yes,rural
572,2024-12-08,Ahafo,Goaso,Makola,rice,21.51,20.1,111,wholesaler,yes,urban
573,2022-06-10,Western,Sekondi-Takoradi,Makola,rice,12.1,11.01,426,aggregator,yes,peri-urban
574,2025-11-26,Bono,Berekum,Kejetia,yam,8.89,7.31,460,aggregator,no,peri-urban
575,2022-11-16,Northern,Tolon,Ho Main Market,rice,8.91,7.73,451,wholesaler,no,rural
576,2024-07-12,Savannah,Sawla,Aboabo Market,rice,7.08,6.02,80,wholesaler,yes,urban
577,2022-12-30,Ashanti,Ejisu,Keta Market,plantain,11.47,10.28,492,aggregator,yes,peri-urban
578,2023-04-20,Oti,Jasikan,Techiman Market,plantain,11.77,10.3,266,wholesaler,no,urban
579,2024-10-19,Central,Komenda,Ho Main Market,cassava,17.74,16.6,391,aggregator,yes,urban
580,2024-02-05,Northern,Tolon,Kotokuraba,cassava,13.54,11.46,308,retailer,yes,urban
581,2023-08-25,Greater Accra,Tema,Ho Main Market,plantain,11.34,10.1,43,wholesaler,yes,urban
582,2022-11-08,Savannah,Damongo,Agbogbloshie,palm oil,12.93,11.69,425,retailer,no,rural
583,2023-08-12,North East,Nalerigu,Aboabo Market,sardine,9.36,8.6,327,retailer,no,peri-urban
584,2025-05-28,Ashanti,Ejisu,Tamale Central,yam,19.28,16.75,391,retailer,no,urban
585,2022-12-09,Central,Cape Coast,Tamale Central,pepper,10.23,9.23,234,wholesaler,yes,peri-urban
586,2024-06-24,Northern,Tolon,Agbogbloshie,sardine,9.03,7.73,281,retailer,yes,peri-urban
587,2025-01-22,Ahafo,Tano North,Ho Main Market,cassava,17.93,15.64,365,aggregator,yes,peri-urban
588,2025-03-02,Ahafo,Asutifi South,Ho Main Market,rice,16.46,15.27,432,aggregator,no,rural
589,2022-06-21,Western North,Juaboso,Techiman Market,plantain,7.36,6.87,142,wholesaler,no,urban
590,2023-09-18,Oti,Jasikan,Agbogbloshie,cassava,18.16,16.46,339,wholesaler,no,urban
591,2024-10-29,North East,Walewale,Ho Main Market,rice,10.39,8.99,356,retailer,yes,peri-urban
592,2023-11-13,Ashanti,Obuasi,Aboabo Market,onion,11.81,10.85,177,wholesaler,no,peri-urban
593,2025-09-06,Northern,Tamale,Tamale Central,maize,14.37,11.83,346,aggregator,yes,rural
594,2025-01-26,Oti,Jasikan,Kotokuraba,rice,16.53,13.76,84,aggregator,yes,rural
595,2025-04-07,Northern,Savelugu,Ho Main Market,sardine,15.74,14.16,388,aggregator,no,peri-urban
596,2022-11-07,Bono East,Techiman,Makola,tomato,13.23,11.31,23,wholesaler,yes,urban
597,2024-07-02,Ashanti,Obuasi,Takoradi Market,rice,11.6,10.84,79,aggregator,yes,rural
598,2025-09-28,Bono,Berekum,Tamale Central,palm oil,15.55,13.56,64,wholesaler,no,urban
599,2023-03-06,Oti,Jasikan,Kejetia,tomato,12.92,11.26,562,retailer,yes,rural
600,2024-05-07,Ahafo,Asutifi South,Agbogbloshie,onion,25.33,22.83,175,aggregator,no,urban
601,2022-10-12,Bono,Dormaa,Techiman Market,palm oil,16.53,15.08,83,retailer,no,peri-urban
602,2025-07-07,Central,Cape Coast,Makola,palm oil,9.75,8.55,440,aggregator,no,rural
603,2023-05-10,Bono,Berekum,Agbogbloshie,onion,11.39,9.63,342,aggregator,yes,peri-urban
604,2022-12-21,Bono,Wenchi,Ho Main Market,cassava,13.69,12.5,128,aggregator,no,rural
605,2022-08-02,Oti,Kadjebi,Ho Main Market,yam,21.22,18.22,482,retailer,no,peri-urban
606,2024-03-27,Eastern,Koforidua,Ho Main Market,onion,22.06,18.55,599,aggregator,no,rural
607,2022-07-19,Bono,Berekum,Tamale Central,sardine,11.72,10.5,566,retailer,yes,rural
608,2025-06-13,Bono,Wenchi,Takoradi Market,tomato,9.71,8.07,270,wholesaler,yes,rural
609,2024-05-02,Western,Sekondi-Takoradi,Keta Market,rice,9.29,8.7,529,aggregator,yes,urban
610,2022-05-16,Northern,Tamale,Kotokuraba,yam,14.71,13.18,567,aggregator,no,urban
611,2024-08-05,Ashanti,Obuasi,Agbogbloshie,tomato,30.15,28.29,460,retailer,no,rural
612,2023-09-20,Ahafo,Tano North,Kejetia,onion,16.26,13.99,473,aggregator,no,peri-urban
613,2024-07-05,Oti,Jasikan,Makola,yam,7.71,7.22,293,wholesaler,yes,peri-urban
614,2025-12-16,North East,Chereponi,Takoradi Market,palm oil,10.44,8.74,79,aggregator,no,rural
615,2025-09-26,Upper West,Tumu,Tamale Central,cassava,10.82,8.93,361,wholesaler,no,urban
616,2022-12-08,Volta,Kpando,Takoradi Market,maize,10.1,8.32,413,wholesaler,yes,urban
617,2023-01-23,Bono,Berekum,Aboabo Market,maize,11.75,10.29,132,aggregator,yes,urban
618,2022-01-04,Greater Accra,Kasoa East,Techiman Market,onion,15.32,12.71,240,aggregator,no,urban
619,2023-11-08,Ashanti,Kumasi,Ho Main Market,pepper,17.09,15.06,87,wholesaler,no,peri-urban
620,2023-02-03,Savannah,Damongo,Keta Market,cassava,19.73,16.95,334,wholesaler,no,rural
621,2025-12-16,Savannah,Damongo,Techiman Market,maize,16.18,13.92,486,wholesaler,yes,rural
622,2023-02-15,Upper East,Bolgatanga,Keta Market,pepper,6.79,6.09,282,aggregator,yes,rural
623,2022-08-01,North East,Bunkpurugu,Agbogbloshie,palm oil,9.3,7.81,150,retailer,no,peri-urban
624,2023-07-14,Western North,Bibiani,Techiman Market,yam,12.74,11.62,443,aggregator,yes,urban
625,2023-07-12,Northern,Tamale,Kejetia,maize,14.18,12.62,286,retailer,yes,urban
626,2023-07-12,North East,Nalerigu,Aboabo Market,palm oil,18.2,16.92,231,retailer,no,peri-urban
627,2024-12-07,North East,Chereponi,Makola,palm oil,13.67,11.81,582,aggregator,no,peri-urban
628,2025-04-25,North East,Bunkpurugu,Ho Main Market,yam,13.7,12.85,307,retailer,yes,rural
629,2023-05-17,Volta,Hohoe,Kotokuraba,maize,14.63,13.01,444,wholesaler,yes,rural
630,2023-10-06,Greater Accra,Kasoa East,Aboabo Market,palm oil,12.31,11.53,573,aggregator,yes,peri-urban
631,2023-06-15,Ashanti,Mampong,Kejetia,palm oil,13.88,11.43,263,retailer,yes,peri-urban
632,2024-08-10,North East,Nalerigu,Keta Market,onion,19.97,18.12,353,wholesaler,no,peri-urban
633,2024-02-26,Central,Kasoa,Techiman Market,tomato,13.07,12.0,347,retailer,yes,urban
634,2023-04-20,Eastern,Akim Oda,Tamale Central,cassava,13.32,11.01,125,retailer,no,rural
635,2022-02-11,Bono East,Techiman,Ho Main Market,tomato,13.31,11.84,98,wholesaler,yes,peri-urban
636,2023-08-27,Ahafo,Tano North,Keta Market,plantain,21.2,19.42,184,wholesaler,no,peri-urban
637,2025-07-08,Upper West,Wa,Keta Market,cassava,9.14,8.11,76,aggregator,yes,urban
638,2022-02-17,Central,Kasoa,Tamale Central,yam,25.07,20.75,207,retailer,no,peri-urban
639,2023-12-29,Bono,Berekum,Agbogbloshie,rice,8.92,8.06,71,aggregator,no,rural
640,2022-08-09,Northern,Savelugu,Agbogbloshie,tomato,10.71,8.86,91,aggregator,no,urban
641,2024-07-28,Bono East,Nkoranza,Tamale Central,tomato,17.47,16.04,343,retailer,yes,peri-urban
642,2022-12-09,Oti,Dambai,Takoradi Market,pepper,19.31,15.93,357,retailer,yes,rural
643,2025-06-15,Ashanti,Obuasi,Tamale Central,sardine,8.24,6.89,174,aggregator,yes,rural
644,2022-06-04,Bono East,Nkoranza,Ho Main Market,plantain,9.18,7.83,78,wholesaler,yes,urban
645,2024-07-26,Bono,Berekum,Agbogbloshie,rice,14.84,13.3,294,aggregator,no,rural
646,2024-04-20,Bono,Sunyani,Agbogbloshie,sardine,30.59,28.67,220,retailer,yes,urban
647,2024-12-15,Central,Kasoa,Takoradi Market,maize,20.83,17.38,314,wholesaler,no,rural
648,2023-01-22,Western North,Sefwi Wiawso,Keta Market,pepper,12.34,10.33,341,aggregator,no,peri-urban
649,2024-06-12,Ahafo,Asutifi South,Tamale Central,palm oil,5.77,4.99,348,retailer,yes,urban
650,2025-08-31,Central,Cape Coast,Makola,palm oil,13.85,12.75,409,wholesaler,no,rural
651,2022-02-07,North East,Chereponi,Ho Main Market,sardine,15.28,13.39,303,wholesaler,no,urban
652,2025-09-26,Western,Sekondi-Takoradi,Kejetia,sardine,11.78,10.11,195,wholesaler,yes,rural
653,2024-04-30,Western,Axim,Techiman Market,palm oil,10.0,8.87,368,retailer,yes,urban
654,2023-12-30,Oti,Jasikan,Aboabo Market,rice,14.24,12.12,451,aggregator,no,peri-urban
655,2022-08-19,Upper East,Bolgatanga,Keta Market,palm oil,9.68,8.4,401,retailer,yes,urban
656,2023-03-28,Northern,Tamale,Techiman Market,onion,25.93,22.3,291,retailer,no,urban
657,2025-09-27,Upper East,Navrongo,Kejetia,plantain,22.89,20.98,511,wholesaler,yes,peri-urban
658,2022-09-14,Ahafo,Goaso,Agbogbloshie,tomato,16.95,15.78,566,aggregator,yes,rural
659,2023-03-10,Volta,Keta,Kotokuraba,palm oil,13.89,12.66,350,wholesaler,no,peri-urban
660,2022-07-28,Ashanti,Mampong,Agbogbloshie,onion,10.69,9.33,177,retailer,yes,urban
661,2025-05-09,Ashanti,Obuasi,Tamale Central,palm oil,13.37,11.77,451,wholesaler,yes,peri-urban
662,2022-05-17,Eastern,Akim Oda,Keta Market,rice,23.9,19.96,344,retailer,yes,peri-urban
663,2023-07-19,Ahafo,Asunafo North,Makola,maize,18.25,16.6,135,retailer,no,urban
664,2024-05-05,Savannah,Sawla,Makola,onion,14.46,12.89,539,retailer,no,urban
665,2025-11-18,Ahafo,Asunafo North,Agbogbloshie,plantain,18.6,17.27,454,wholesaler,yes,peri-urban
666,2023-12-22,Ashanti,Obuasi,Tamale Central,cassava,16.3,13.76,541,aggregator,no,urban
667,2024-04-24,Western,Sekondi-Takoradi,Aboabo Market,onion,15.47,14.1,591,wholesaler,no,rural
668,2022-02-05,Upper East,Bolgatanga,Techiman Market,yam,18.98,17.12,285,retailer,no,rural
669,2025-05-23,Upper West,Jirapa,Agbogbloshie,yam,16.13,13.74,417,wholesaler,yes,rural
670,2022-01-27,Bono East,Nkoranza,Takoradi Market,cassava,18.18,16.36,121,retailer,yes,rural
671,2022-01-18,Ashanti,Obuasi,Agbogbloshie,sardine,14.25,13.27,82,aggregator,yes,peri-urban
672,2023-09-22,Bono East,Techiman,Makola,yam,12.32,11.46,530,aggregator,no,peri-urban
673,2025-03-06,Bono,Dormaa,Tamale Central,sardine,11.11,10.07,241,retailer,no,peri-urban
674,2023-08-02,Bono,Sunyani,Kotokuraba,palm oil,10.66,8.8,455,aggregator,yes,urban
675,2024-06-21,Western,Shama,Agbogbloshie,palm oil,7.68,7.1,209,retailer,yes,peri-urban
676,2024-09-01,Northern,Tolon,Takoradi Market,tomato,9.78,8.79,353,wholesaler,yes,peri-urban
677,2024-11-19,North East,Bunkpurugu,Agbogbloshie,yam,9.69,8.31,577,wholesaler,yes,urban
678,2025-01-01,Upper East,Bolgatanga,Ho Main Market,cassava,11.27,9.49,320,aggregator,no,urban
679,2022-05-03,Upper East,Paga,Tamale Central,tomato,23.26,19.4,370,aggregator,yes,urban
680,2024-08-14,Oti,Jasikan,Kotokuraba,plantain,12.74,10.52,589,retailer,no,rural
681,2024-09-27,Northern,Savelugu,Techiman Market,onion,14.65,13.34,134,aggregator,yes,peri-urban
682,2024-09-13,Ahafo,Asunafo North,Agbogbloshie,yam,14.82,12.57,541,aggregator,yes,peri-urban
683,2025-06-05,Upper East,Bawku,Keta Market,pepper,23.47,19.31,386,aggregator,no,peri-urban
684,2022-12-04,Central,Cape Coast,Tamale Central,cassava,11.01,9.55,288,retailer,yes,urban
685,2024-09-17,Upper East,Bolgatanga,Keta Market,cassava,12.45,10.93,105,wholesaler,yes,peri-urban
686,2022-09-30,Upper East,Navrongo,Ho Main Market,plantain,12.97,10.9,397,retailer,no,rural
687,2025-12-31,Bono East,Techiman,Tamale Central,yam,20.04,16.54,166,retailer,no,peri-urban
688,2024-06-20,Savannah,Damongo,Kotokuraba,rice,21.55,18.16,137,aggregator,yes,peri-urban
689,2022-02-08,Volta,Ho,Kotokuraba,yam,15.9,14.33,154,wholesaler,no,urban
690,2023-11-13,Northern,Yendi,Kotokuraba,rice,20.73,17.2,546,retailer,no,rural
691,2023-03-02,Volta,Ho,Techiman Market,sardine,14.33,12.71,225,aggregator,yes,peri-urban
692,2022-11-11,Bono,Wenchi,Kejetia,cassava,12.67,10.61,252,retailer,yes,urban
693,2023-09-06,Central,Mfantsiman,Tamale Central,palm oil,20.34,17.16,85,aggregator,yes,rural
694,2024-01-25,North East,Chereponi,Kotokuraba,maize,15.97,13.85,23,wholesaler,no,rural
695,2022-06-06,Oti,Jasikan,Agbogbloshie,sardine,10.41,8.66,22,wholesaler,no,urban
696,2024-05-21,Western,Tarkwa,Keta Market,rice,19.09,16.05,278,aggregator,yes,urban
697,2024-02-16,Central,Cape Coast,Takoradi Market,cassava,12.52,10.79,344,retailer,yes,urban
698,2022-09-14,Northern,Tolon,Ho Main Market,palm oil,11.99,10.31,259,retailer,yes,urban
699,2024-05-04,Ashanti,Ejisu,Kotokuraba,pepper,18.4,16.74,554,wholesaler,yes,urban
700,2023-09-27,Eastern,Akim Oda,Agbogbloshie,rice,13.05,10.82,337,retailer,no,urban
701,2023-04-01,Central,Kasoa,Agbogbloshie,tomato,15.43,14.25,70,aggregator,yes,peri-urban
702,2022-02-16,Northern,Tolon,Kotokuraba,maize,16.97,15.58,489,aggregator,no,urban
703,2025-09-17,Greater Accra,Madina,Kotokuraba,sardine,10.24,9.34,62,aggregator,no,urban
704,2022-01-10,Western North,Juaboso,Techiman Market,rice,15.41,13.21,223,wholesaler,yes,rural
705,2022-05-24,North East,Nalerigu,Agbogbloshie,palm oil,21.59,19.84,366,wholesaler,no,rural
706,2025-12-25,Greater Accra,Madina,Takoradi Market,maize,9.63,8.11,77,wholesaler,no,rural
707,2025-03-21,Upper West,Wa,Agbogbloshie,cassava,15.76,13.16,78,aggregator,no,urban
708,2023-05-02,Oti,Dambai,Takoradi Market,plantain,10.07,8.31,530,wholesaler,yes,urban
709,2025-03-05,Oti,Jasikan,Techiman Market,plantain,19.25,17.95,337,aggregator,yes,peri-urban
710,2024-11-15,Central,Kasoa,Kejetia,plantain,19.19,16.45,452,retailer,yes,peri-urban
711,2024-10-27,Savannah,Damongo,Keta Market,onion,11.89,11.06,391,wholesaler,yes,peri-urban
712,2023-08-14,Upper West,Tumu,Takoradi Market,plantain,29.18,24.88,226,retailer,yes,peri-urban
713,2024-11-04,Volta,Ho,Kejetia,cassava,19.83,18.42,130,retailer,yes,urban
714,2025-12-26,Central,Komenda,Makola,plantain,17.24,16.01,42,wholesaler,no,rural
715,2024-06-17,Upper West,Jirapa,Makola,rice,16.91,15.74,447,wholesaler,no,urban
716,2025-11-24,Savannah,Sawla,Techiman Market,plantain,19.0,16.71,30,retailer,no,urban
717,2022-07-26,Bono East,Atebubu,Tamale Central,pepper,9.5,8.78,591,retailer,no,urban
718,2024-06-28,Ashanti,Kumasi,Kejetia,pepper,14.41,13.46,534,retailer,no,urban
719,2025-05-24,Volta,Hohoe,Kejetia,onion,15.4,13.23,163,aggregator,no,rural
720,2022-09-16,Northern,Tamale,Ho Main Market,plantain,11.7,10.18,540,retailer,no,rural
721,2025-09-14,Oti,Nkwanta South,Aboabo Market,cassava,15.84,14.36,313,aggregator,no,peri-urban
722,2023-03-30,Oti,Jasikan,Techiman Market,plantain,20.72,17.74,344,wholesaler,yes,urban
723,2024-03-09,Upper East,Bawku,Makola,pepper,11.62,10.58,212,retailer,yes,peri-urban
724,2023-01-10,Oti,Nkwanta South,Makola,cassava,13.21,10.95,310,wholesaler,no,rural
725,2023-04-09,Oti,Jasikan,Agbogbloshie,plantain,10.1,8.92,438,retailer,no,rural
726,2022-03-16,Bono,Wenchi,Ho Main Market,rice,7.2,6.01,479,wholesaler,yes,peri-urban
727,2022-08-30,Savannah,Sawla,Kotokuraba,onion,17.68,15.12,67,retailer,yes,rural
728,2024-11-06,Savannah,Salaga,Keta Market,yam,13.34,11.35,126,aggregator,yes,rural
729,2025-07-06,Bono,Berekum,Agbogbloshie,sardine,13.69,12.6,283,wholesaler,no,urban
730,2022-05-03,Bono,Berekum,Ho Main Market,cassava,9.53,8.04,272,wholesaler,no,urban
731,2025-08-27,North East,Walewale,Makola,cassava,12.62,11.57,558,retailer,yes,rural
732,2022-04-21,Eastern,Koforidua,Ho Main Market,yam,19.76,18.09,540,aggregator,no,rural
733,2025-07-03,Ahafo,Asutifi South,Tamale Central,yam,13.47,11.85,177,aggregator,no,peri-urban
734,2022-08-22,Upper East,Bolgatanga,Keta Market,onion,13.6,11.53,545,aggregator,yes,peri-urban
735,2024-08-25,Upper West,Lawra,Kotokuraba,maize,14.48,12.27,48,retailer,yes,rural
736,2023-05-12,Western,Axim,Aboabo Market,onion,8.73,7.65,557,wholesaler,yes,urban
737,2024-11-29,Volta,Ho,Techiman Market,pepper,16.76,13.76,162,retailer,no,urban
738,2025-02-19,Bono,Dormaa,Kejetia,pepper,8.68,7.67,237,aggregator,yes,peri-urban
739,2023-12-28,Bono East,Techiman,Tamale Central,yam,9.69,9.05,86,aggregator,yes,urban
740,2022-04-02,Upper West,Tumu,Kejetia,rice,9.33,7.82,163,wholesaler,yes,urban
741,2025-10-16,Ashanti,Obuasi,Ho Main Market,tomato,12.66,11.25,160,retailer,no,peri-urban
742,2025-02-20,Western North,Sefwi Wiawso,Keta Market,sardine,11.9,11.13,365,retailer,no,peri-urban
743,2022-12-03,Western North,Bibiani,Agbogbloshie,onion,13.46,12.43,484,aggregator,no,urban
744,2023-05-28,Eastern,Nsawam,Takoradi Market,tomato,9.81,9.05,115,wholesaler,yes,peri-urban
745,2023-08-26,Oti,Kadjebi,Kejetia,plantain,19.14,17.58,427,wholesaler,no,rural
746,2023-03-04,Upper East,Paga,Techiman Market,maize,18.03,15.45,137,aggregator,no,peri-urban
747,2025-12-27,Ahafo,Goaso,Makola,plantain,12.67,11.74,463,retailer,yes,rural
748,2022-01-07,Ahafo,Asunafo North,Agbogbloshie,palm oil,11.39,10.63,399,retailer,no,rural
749,2022-04-30,North East,Bunkpurugu,Agbogbloshie,cassava,10.99,9.67,297,wholesaler,no,rural
750,2023-01-22,Bono East,Techiman,Takoradi Market,yam,12.08,10.42,380,wholesaler,no,peri-urban
751,2025-10-05,Western,Sekondi-Takoradi,Ho Main Market,plantain,8.25,7.18,389,aggregator,no,peri-urban
752,2023-10-03,Western,Tarkwa,Ho Main Market,sardine,9.62,8.27,231,wholesaler,no,peri-urban
753,2025-01-26,Ahafo,Asutifi South,Makola,plantain,18.19,15.38,278,retailer,no,rural
754,2024-12-02,Greater Accra,Madina,Kejetia,pepper,14.96,13.38,116,retailer,no,peri-urban
755,2022-07-02,Northern,Tolon,Techiman Market,tomato,23.86,21.18,229,wholesaler,no,urban
756,2023-11-28,Oti,Dambai,Kotokuraba,onion,12.13,10.62,567,aggregator,yes,urban
757,2023-07-19,Greater Accra,Accra,Aboabo Market,onion,11.86,9.86,40,retailer,yes,peri-urban
758,2025-06-12,Ahafo,Asunafo North,Agbogbloshie,onion,11.67,10.69,452,retailer,yes,rural
759,2023-03-22,Ahafo,Asutifi South,Keta Market,yam,12.04,10.13,390,aggregator,yes,peri-urban
760,2022-07-19,Upper East,Bolgatanga,Tamale Central,rice,10.69,8.91,412,wholesaler,yes,urban
761,2024-08-05,Ahafo,Goaso,Kotokuraba,rice,14.8,13.24,238,retailer,yes,rural
762,2023-05-28,Western,Shama,Tamale Central,rice,13.6,11.8,523,retailer,yes,peri-urban
763,2024-09-16,North East,Walewale,Ho Main Market,onion,11.26,9.31,115,aggregator,no,peri-urban
764,2022-08-01,Western North,Bibiani,Takoradi Market,maize,20.86,18.0,451,wholesaler,no,rural
765,2025-11-02,Greater Accra,Madina,Makola,yam,26.15,23.86,207,aggregator,no,rural
766,2023-06-30,Volta,Kpando,Makola,onion,20.25,18.1,520,aggregator,no,urban
767,2023-05-01,Bono,Dormaa,Kotokuraba,onion,16.37,14.14,394,wholesaler,no,peri-urban
768,2025-10-16,Bono,Wenchi,Kejetia,onion,17.58,14.82,453,retailer,yes,urban
769,2022-06-17,Upper East,Bawku,Makola,sardine,25.78,23.09,442,aggregator,yes,urban
770,2024-06-08,Bono,Dormaa,Ho Main Market,cassava,17.57,16.28,163,retailer,no,rural
771,2024-07-19,Ashanti,Mampong,Tamale Central,plantain,10.97,9.85,559,retailer,no,peri-urban
772,2025-11-28,Volta,Kpando,Keta Market,onion,15.45,14.18,518,retailer,no,urban
773,2024-04-07,Volta,Keta,Keta Market,palm oil,16.76,14.79,25,retailer,yes,urban
774,2022-05-17,Bono East,Techiman,Aboabo Market,maize,9.51,8.62,336,aggregator,yes,rural
775,2025-06-10,Greater Accra,Tema,Aboabo Market,cassava,12.19,11.31,249,wholesaler,no,peri-urban
776,2022-04-25,Northern,Yendi,Techiman Market,maize,19.79,18.06,141,retailer,yes,peri-urban
777,2025-06-29,Bono,Sunyani,Kotokuraba,rice,7.11,6.61,514,retailer,no,urban
778,2025-08-05,Oti,Jasikan,Tamale Central,rice,8.69,7.58,494,retailer,no,rural
779,2024-12-08,Greater Accra,Accra,Kejetia,cassava,12.66,11.75,593,wholesaler,yes,peri-urban
780,2023-05-31,Upper East,Navrongo,Aboabo Market,plantain,15.24,13.63,527,retailer,no,peri-urban
781,2023-11-19,Western,Shama,Agbogbloshie,palm oil,8.37,7.74,194,wholesaler,yes,urban
782,2024-10-16,Bono East,Nkoranza,Makola,rice,12.88,10.62,540,aggregator,no,peri-urban
783,2025-07-19,Ahafo,Tano North,Kejetia,yam,20.16,18.12,290,wholesaler,no,peri-urban
784,2025-12-25,Central,Komenda,Aboabo Market,cassava,13.79,12.71,591,retailer,yes,peri-urban
785,2024-11-15,North East,Nalerigu,Tamale Central,cassava,18.7,15.72,205,aggregator,yes,peri-urban
786,2024-12-29,Bono,Dormaa,Kejetia,tomato,10.94,9.84,113,wholesaler,yes,urban
787,2022-10-20,Oti,Jasikan,Kejetia,palm oil,10.14,9.32,598,retailer,no,peri-urban
788,2025-11-30,Bono East,Nkoranza,Tamale Central,tomato,18.12,15.48,533,aggregator,no,peri-urban
789,2025-06-11,Western,Axim,Aboabo Market,cassava,15.32,13.31,197,aggregator,no,rural
790,2022-08-19,Bono,Wenchi,Tamale Central,plantain,8.89,7.9,575,wholesaler,no,urban
791,2025-07-10,Western,Axim,Takoradi Market,cassava,10.17,8.97,314,retailer,no,peri-urban
792,2024-07-26,Oti,Dambai,Takoradi Market,onion,23.28,19.2,250,wholesaler,yes,rural
793,2025-02-18,Volta,Ho,Keta Market,tomato,9.74,8.1,255,aggregator,yes,urban
794,2023-06-02,Volta,Keta,Keta Market,cassava,18.67,15.53,112,aggregator,no,peri-urban
795,2024-11-13,Western North,Juaboso,Tamale Central,plantain,11.39,9.7,506,retailer,yes,rural
796,2023-12-07,North East,Nalerigu,Keta Market,maize,13.45,11.43,63,aggregator,yes,urban
797,2023-01-12,Oti,Jasikan,Aboabo Market,maize,14.93,13.57,558,retailer,no,peri-urban
798,2023-03-13,North East,Bunkpurugu,Keta Market,yam,6.45,5.73,494,wholesaler,yes,rural
799,2024-05-02,Volta,Keta,Kotokuraba,plantain,8.07,7.36,58,aggregator,no,urban
800,2024-08-27,Bono East,Techiman,Kotokuraba,cassava,13.88,11.5,404,aggregator,no,rural
801,2023-05-14,Savannah,Bole,Aboabo Market,maize,10.45,9.18,454,retailer,yes,rural
802,2025-04-12,Ashanti,Obuasi,Makola,rice,19.08,16.39,308,retailer,yes,peri-urban
803,2023-08-23,Upper East,Paga,Kotokuraba,cassava,7.67,7.07,267,wholesaler,no,rural
804,2024-02-17,Bono,Sunyani,Takoradi Market,onion,16.41,14.85,581,retailer,no,peri-urban
805,2025-08-26,Bono,Dormaa,Tamale Central,rice,8.32,7.69,378,aggregator,no,peri-urban
806,2022-03-11,Bono East,Atebubu,Takoradi Market,tomato,11.9,9.82,457,wholesaler,yes,rural
807,2022-07-24,Savannah,Bole,Aboabo Market,palm oil,9.28,8.41,228,wholesaler,no,rural
