respondent_id,region,district,age,age_group,gender,education_level,monthly_income_ghs,smartphone_skill_score,mobile_money_transactions_monthly,average_transaction_value_ghs,data_usage_gb_monthly,digital_confidence_score,savings_behaviour_score
530,Upper West,Tumu,34,25-34,Male,basic,727.92,4,27.0,133.36,3.0,6.0,3.9
531,Central,Cape Coast,28,25-34,Male,secondary,1035.24,7,31.0,90.26,7.5,7.7,6.2
532,Western,Axim,18,18-24,Male,basic,811.96,5,3.0,120.6,7.5,4.7,5.6
533,Upper West,Lawra,33,25-34,Male,secondary,1251.55,6,31.0,81.0,10.8,4.8,1.0
534,Northern,Yendi,22,18-24,Male,tertiary,924.98,7,17.0,82.55,10.8,5.8,4.9
535,Ahafo,Asutifi South,33,25-34,Male,tertiary,4311.97,8,53.0,102.59,19.3,8.2,4.8
536,Oti,Dambai,45,45-54,Female,secondary,804.0,7,23.0,101.21,10.4,5.8,5.4
537,Eastern,Nsawam,47,45-54,Female,secondary,972.23,8,32.0,88.54,11.2,5.4,7.4
538,Bono East,Techiman,29,25-34,Male,basic,745.22,8,26.0,103.63,11.5,8.3,1.4
539,Eastern,Koforidua,42,35-44,Female,tertiary,2345.97,7,32.0,137.79,13.1,7.3,3.5
540,Bono East,Nkoranza,35,35-44,Female,secondary,476.09,3,22.0,56.77,0.7,4.0,4.9
541,Western,Shama,40,35-44,Male,secondary,1161.37,6,39.0,73.18,8.5,6.1,4.7
542,Savannah,Sawla,20,18-24,Male,tertiary,1388.79,5,27.0,99.45,10.2,5.0,5.9
543,Bono,Berekum,34,25-34,Female,secondary,1243.37,8,27.0,112.17,11.8,7.6,7.6
544,Ashanti,Ejisu,26,25-34,Male,secondary,1851.45,7,33.0,104.64,8.4,9.3,3.4
545,Upper West,Jirapa,38,35-44,Female,tertiary,1685.45,3,40.0,93.52,8.3,1.0,5.7
546,Savannah,Salaga,42,35-44,Female,postgraduate,1068.83,6,18.0,101.54,3.7,7.7,7.7
547,Savannah,Salaga,20,18-24,Female,basic,1128.15,7,30.0,85.99,8.1,5.8,3.4
548,Northern,Tamale,21,18-24,Male,secondary,995.19,6,28.0,181.84,8.5,6.0,5.3
549,Upper West,Tumu,29,25-34,Male,tertiary,839.57,9,16.0,130.86,11.8,8.5,7.3
550,Ashanti,Kumasi,40,35-44,Male,tertiary,1523.75,5,31.0,64.1,7.8,4.9,4.0
551,Central,Mfantsiman,26,25-34,Male,tertiary,848.18,6,38.0,103.45,7.1,6.7,4.3
552,Greater Accra,Accra,31,25-34,Male,postgraduate,1383.81,5,36.0,192.32,7.8,6.9,5.1
553,Greater Accra,Madina,18,18-24,Female,basic,1005.68,7,15.0,79.62,6.3,6.8,7.3
554,Ashanti,Obuasi,32,25-34,Male,secondary,570.95,7,22.0,128.16,6.4,6.0,8.1
555,Ashanti,Obuasi,18,18-24,Male,secondary,1162.83,9,24.0,152.08,12.2,9.5,4.1
556,Ahafo,Tano North,32,25-34,Male,tertiary,1064.37,4,25.0,62.0,10.5,5.7,8.0
557,Volta,Hohoe,43,35-44,Female,secondary,780.13,9,41.0,74.45,12.2,7.3,5.6
558,Savannah,Bole,47,45-54,Male,secondary,966.86,5,35.0,97.83,10.8,8.5,8.0
559,North East,Bunkpurugu,19,18-24,Female,basic,762.15,6,14.0,110.96,9.1,7.4,7.7
560,Ashanti,Kumasi,26,25-34,Female,tertiary,824.18,5,17.0,85.86,8.7,4.9,3.0
561,Oti,Jasikan,27,25-34,Female,secondary,573.06,6,19.0,130.74,6.8,7.2,5.1
562,Oti,Dambai,31,25-34,Male,basic,799.55,8,26.0,122.6,12.2,8.3,9.1
563,Ashanti,Kumasi,36,35-44,Male,secondary,1400.69,6,31.0,88.21,11.6,7.0,7.0
564,Upper West,Wa,47,45-54,Male,postgraduate,1237.35,4,14.0,76.1,9.9,5.0,3.8
565,Western North,Juaboso,38,35-44,Female,tertiary,1908.31,3,28.0,77.12,6.0,3.4,2.6
566,Upper West,Lawra,32,25-34,Female,secondary,1471.57,4,16.0,137.14,3.4,4.4,3.2
567,Northern,Savelugu,46,45-54,Male,basic,944.96,6,26.0,104.47,9.9,5.8,6.4
568,Greater Accra,Kasoa East,22,18-24,Male,postgraduate,1257.77,8,35.0,46.27,15.0,7.7,6.3
569,Bono East,Atebubu,27,25-34,Female,basic,1343.79,6,42.0,93.76,8.3,4.3,2.9
570,Savannah,Damongo,50,45-54,Male,tertiary,2844.56,6,47.0,87.97,11.2,2.9,6.1
571,Volta,Hohoe,18,18-24,Female,basic,1265.99,6,20.0,70.51,8.8,5.8,3.5
572,Greater Accra,Tema,32,25-34,Female,postgraduate,1706.44,7,27.0,163.48,9.1,6.2,6.6
573,Oti,Nkwanta South,31,25-34,Female,tertiary,1612.52,2,6.0,68.27,1.3,3.4,3.8
574,North East,Chereponi,36,35-44,Female,postgraduate,2531.4,7,27.0,86.09,16.3,7.1,4.6
575,Bono East,Atebubu,18,18-24,Female,postgraduate,1333.53,9,31.0,98.64,13.4,10.0,7.2
576,Eastern,Akim Oda,18,18-24,Male,secondary,516.05,9,34.0,87.91,10.2,7.8,5.9
577,Bono East,Atebubu,35,35-44,Female,basic,1109.7,5,0.0,226.87,9.9,4.5,8.3
578,Bono East,Techiman,34,25-34,Male,tertiary,1145.18,2,10.0,78.97,2.9,2.9,5.3
579,Oti,Dambai,20,18-24,Female,postgraduate,1121.06,6,17.0,135.43,10.1,9.1,5.5
580,Western North,Sefwi Wiawso,44,35-44,Female,basic,1814.24,7,34.0,111.97,11.7,7.7,7.6
581,Bono,Berekum,50,45-54,Male,basic,515.04,8,41.0,128.31,10.6,5.4,6.5
582,North East,Bunkpurugu,22,18-24,Female,tertiary,867.11,7,8.0,104.69,7.7,7.6,5.3
583,Savannah,Sawla,40,35-44,Male,postgraduate,2996.04,8,34.0,72.16,14.5,7.5,6.5
584,Oti,Nkwanta South,34,25-34,Female,postgraduate,973.83,8,16.0,120.23,12.6,8.0,6.5
585,Western North,Juaboso,30,25-34,Female,postgraduate,1651.35,2,11.0,53.47,6.9,2.0,4.9
586,Ahafo,Asunafo North,31,25-34,Female,basic,542.69,4,31.0,106.52,4.8,5.5,5.7
587,Ahafo,Tano North,18,18-24,Female,basic,820.87,6,21.0,61.99,8.9,6.9,7.3
588,Western North,Bibiani,39,35-44,Male,basic,2176.62,6,21.0,159.1,9.8,6.1,6.5
589,Upper East,Paga,27,25-34,Male,secondary,1406.01,9,25.0,99.22,11.8,8.6,5.1
590,Ashanti,Kumasi,53,45-54,Male,secondary,1341.51,7,23.0,143.87,9.7,9.0,7.4
591,Volta,Ho,18,18-24,Male,secondary,1135.32,7,22.0,169.07,10.5,7.5,5.8
592,Ahafo,Asunafo North,35,35-44,Female,postgraduate,1083.61,4,14.0,63.67,8.7,2.1,6.5
593,Central,Cape Coast,19,18-24,Male,basic,1510.49,5,32.0,117.96,9.5,4.6,5.8
594,North East,Nalerigu,27,25-34,Male,postgraduate,548.99,3,10.0,107.27,1.4,5.4,5.2
595,North East,Walewale,19,18-24,Male,tertiary,1430.19,6,23.0,125.37,9.3,7.7,2.9
596,Savannah,Bole,24,18-24,Female,postgraduate,682.19,5,19.0,103.06,9.0,4.1,7.5
597,Upper West,Tumu,27,25-34,Female,tertiary,1159.69,4,15.0,95.34,4.8,3.0,4.6
598,Volta,Ho,34,25-34,Female,tertiary,906.47,10,25.0,189.6,8.3,10.0,3.7
599,North East,Nalerigu,34,25-34,Male,tertiary,1046.99,7,29.0,64.98,10.6,5.6,4.6
600,Central,Mfantsiman,22,18-24,Male,secondary,1272.38,9,29.0,104.71,15.2,9.6,6.8
601,Ahafo,Tano North,30,25-34,Female,tertiary,847.2,7,28.0,94.56,10.9,5.8,3.6
602,Bono,Wenchi,44,35-44,Female,postgraduate,1457.87,8,4.0,132.71,15.0,9.6,5.6
603,North East,Walewale,32,25-34,Male,tertiary,635.84,7,10.0,145.99,10.1,6.1,6.5
604,Greater Accra,Tema,41,35-44,Male,basic,1263.96,5,18.0,195.67,6.7,4.7,6.5
605,Upper West,Wa,41,35-44,Male,tertiary,1496.18,5,16.0,65.59,7.7,5.1,3.5
606,Bono,Berekum,28,25-34,Male,basic,1608.28,4,12.0,68.31,7.0,3.1,4.5
607,Central,Kasoa,20,18-24,Male,basic,1074.41,6,14.0,87.86,9.9,5.5,7.3
608,Western North,Bodi,40,35-44,Male,tertiary,1733.96,8,12.0,55.85,10.3,9.0,5.2
609,Savannah,Sawla,30,25-34,Female,secondary,1094.88,6,24.0,60.08,7.7,4.3,7.1
610,Oti,Nkwanta South,27,25-34,Male,tertiary,1626.12,8,21.0,101.75,14.5,8.3,5.2
611,Eastern,Akim Oda,29,25-34,Male,postgraduate,694.69,2,9.0,89.88,0.2,2.6,5.7
612,Volta,Hohoe,18,18-24,Male,basic,1035.83,8,25.0,102.19,8.5,8.2,5.8
613,Northern,Tamale,53,45-54,Male,secondary,976.09,8,41.0,110.2,6.4,8.6,9.2
614,Oti,Kadjebi,26,25-34,Male,basic,950.44,6,15.0,102.57,4.4,2.8,5.8
615,Savannah,Damongo,30,25-34,Female,secondary,671.78,7,28.0,102.71,12.5,6.3,4.6
616,Ahafo,Asutifi South,18,18-24,Female,postgraduate,831.75,5,14.0,103.95,5.6,2.2,3.6
617,Northern,Tolon,18,18-24,Male,tertiary,629.79,2,1.0,82.34,4.5,4.6,3.3
618,Western North,Sefwi Wiawso,36,35-44,Female,secondary,1178.84,3,20.0,68.48,7.6,2.3,5.2
619,Eastern,Nsawam,22,18-24,Female,basic,3676.48,5,31.0,61.4,14.7,5.6,5.3
620,Bono East,Atebubu,39,35-44,Male,secondary,639.43,7,24.0,93.09,9.1,7.5,5.9
621,Western,Tarkwa,43,35-44,Male,basic,1629.67,4,22.0,88.2,8.6,2.9,3.9
622,Ashanti,Obuasi,27,25-34,Male,postgraduate,679.01,6,15.0,286.39,8.4,4.8,5.0
623,Upper West,Wa,33,25-34,Male,basic,1525.92,4,22.0,167.89,7.3,4.5,4.2
624,Western North,Sefwi Wiawso,31,25-34,Male,postgraduate,1198.65,7,25.0,120.56,9.1,7.0,4.7
625,Northern,Yendi,45,45-54,Female,basic,1092.18,3,18.0,50.45,6.4,3.2,8.3
626,Central,Komenda,22,18-24,Female,basic,857.26,10,28.0,74.17,16.3,9.9,8.8
627,Western North,Bodi,18,18-24,Female,basic,1997.67,6,8.0,130.21,10.8,2.9,6.0
628,Eastern,Koforidua,29,25-34,Male,secondary,2504.84,8,37.0,99.92,16.8,4.6,8.1
629,Ashanti,Ejisu,31,25-34,Female,basic,1176.65,6,18.0,141.16,12.8,6.4,8.2
630,Bono East,Nkoranza,27,25-34,Female,tertiary,1990.31,5,27.0,99.49,9.6,6.7,2.6
631,Ahafo,Asutifi South,32,25-34,Male,basic,1169.16,5,15.0,110.48,9.6,5.8,8.4
632,Upper East,Paga,19,18-24,Male,tertiary,1347.19,3,26.0,86.48,5.4,1.0,6.3
633,North East,Chereponi,26,25-34,Female,tertiary,613.57,8,24.0,71.49,11.7,5.3,7.7
634,Western,Axim,31,25-34,Female,basic,884.68,10,32.0,72.51,11.6,10.0,5.1
635,Eastern,Nsawam,34,25-34,Female,secondary,1439.23,10,22.0,70.64,15.2,10.0,7.8
636,Upper East,Navrongo,45,45-54,Male,tertiary,2500.95,3,15.0,71.86,7.7,1.1,5.3
637,North East,Nalerigu,18,18-24,Male,postgraduate,946.39,6,26.0,99.42,6.6,6.7,3.8
638,Bono,Berekum,23,18-24,Female,postgraduate,1717.68,3,22.0,86.62,7.8,4.8,5.8
639,Bono East,Kintampo,35,35-44,Female,postgraduate,1033.18,7,31.0,118.53,10.7,8.8,6.0
640,Greater Accra,Accra,35,35-44,Male,secondary,1028.68,9,30.0,87.84,8.1,9.2,5.8
641,Eastern,Suhum,38,35-44,Female,tertiary,637.39,4,3.0,95.44,5.9,1.0,4.3
642,Western,Axim,37,35-44,Male,postgraduate,2599.17,5,27.0,81.65,12.5,2.9,4.5
643,Central,Mfantsiman,22,18-24,Female,basic,1876.61,7,32.0,156.36,9.4,5.4,4.1
644,Bono East,Kintampo,30,25-34,Female,basic,913.07,7,31.0,136.04,9.7,9.2,5.6
645,Savannah,Sawla,31,25-34,Male,tertiary,1330.21,10,27.0,112.28,10.8,10.0,6.7
646,Ashanti,Obuasi,22,18-24,Male,basic,882.6,3,6.0,107.78,3.6,2.7,3.9
647,North East,Nalerigu,39,35-44,Male,secondary,1358.95,4,10.0,104.75,8.2,4.2,6.6
648,North East,Walewale,18,18-24,Male,basic,1185.86,6,15.0,112.07,12.0,5.1,3.1
649,Greater Accra,Tema,21,18-24,Male,basic,562.85,4,14.0,115.01,4.1,6.1,8.5
650,Ahafo,Goaso,37,35-44,Male,tertiary,1850.23,8,38.0,203.94,11.7,8.8,5.3
651,Western,Tarkwa,20,18-24,Female,basic,1073.46,10,28.0,115.4,13.6,7.8,5.1
652,Oti,Nkwanta South,39,35-44,Male,postgraduate,1583.2,3,28.0,97.47,6.2,4.1,5.4
653,Savannah,Damongo,21,18-24,Male,postgraduate,999.6,6,4.0,145.88,8.6,2.9,5.8
654,Western,Tarkwa,33,25-34,Male,basic,929.87,7,22.0,174.53,10.0,4.9,4.3
655,Western North,Juaboso,22,18-24,Male,tertiary,688.22,7,7.0,73.51,7.9,6.2,5.1
656,Central,Kasoa,23,18-24,Male,secondary,1782.48,2,15.0,58.96,4.3,2.9,4.0
657,Northern,Savelugu,33,25-34,Male,tertiary,1436.07,9,21.0,97.78,14.6,7.0,2.6
658,Upper West,Wa,24,18-24,Male,secondary,807.38,6,22.0,54.85,10.3,4.9,7.5
659,Western North,Bibiani,18,18-24,Male,tertiary,1250.54,5,15.0,135.83,7.5,3.3,7.3
660,Oti,Jasikan,43,35-44,Female,postgraduate,1228.06,7,31.0,89.18,10.9,7.1,5.1
661,Ahafo,Goaso,18,18-24,Female,postgraduate,1403.05,7,10.0,111.14,12.1,8.3,5.8
662,Upper West,Wa,35,35-44,Male,basic,1944.49,5,25.0,99.54,10.2,4.5,6.0
663,Eastern,Akim Oda,28,25-34,Female,basic,776.59,9,24.0,84.35,13.3,9.9,2.2
664,Northern,Savelugu,38,35-44,Male,postgraduate,1574.24,7,32.0,112.26,8.0,6.7,2.8
665,Oti,Nkwanta South,18,18-24,Male,tertiary,1591.92,7,25.0,55.85,7.9,10.0,10.0
666,Western North,Sefwi Wiawso,39,35-44,Male,basic,1279.5,3,9.0,89.52,6.4,1.7,7.2
667,Central,Mfantsiman,18,18-24,Female,secondary,734.56,4,7.0,99.61,3.1,2.4,2.9
668,Western North,Bibiani,31,25-34,Male,basic,1132.4,6,25.0,53.01,13.6,5.6,3.3
669,Greater Accra,Kasoa East,18,18-24,Female,tertiary,440.63,9,27.0,77.97,12.4,9.8,5.4
670,Eastern,Akim Oda,19,18-24,Male,secondary,959.93,6,10.0,103.31,10.2,5.6,5.0
671,Northern,Savelugu,31,25-34,Female,postgraduate,715.77,6,26.0,69.43,8.4,3.7,6.9
672,Ahafo,Goaso,18,18-24,Male,basic,1628.55,7,18.0,181.19,8.5,5.5,9.8
673,Upper West,Wa,34,25-34,Female,postgraduate,1287.83,6,24.0,94.48,12.1,6.6,7.7
674,Oti,Nkwanta South,31,25-34,Male,basic,709.58,8,32.0,85.41,12.6,8.4,3.3
675,Savannah,Bole,29,25-34,Male,tertiary,2538.38,5,30.0,145.83,9.3,3.6,6.4
676,Ahafo,Tano North,18,18-24,Female,postgraduate,2202.86,6,20.0,176.22,15.7,6.5,4.1
677,Central,Kasoa,34,25-34,Male,secondary,1283.36,8,10.0,210.69,9.6,9.6,6.0
678,Upper West,Jirapa,49,45-54,Female,basic,599.66,2,11.0,103.48,8.0,1.6,5.4
679,North East,Nalerigu,36,35-44,Female,basic,1343.2,10,28.0,87.62,15.5,10.0,6.4
680,Volta,Ho,45,45-54,Male,basic,1130.11,10,40.0,120.69,16.7,9.9,5.7
681,Central,Komenda,46,45-54,Female,postgraduate,2113.77,4,24.0,190.05,9.2,6.6,4.2
682,Savannah,Sawla,18,18-24,Male,secondary,611.63,5,13.0,106.87,4.8,3.5,6.1
683,Bono East,Kintampo,31,25-34,Male,tertiary,942.74,5,21.0,142.43,7.9,6.3,7.9
684,Volta,Hohoe,20,18-24,Male,tertiary,1899.66,7,27.0,152.69,11.1,10.0,6.9
685,Central,Kasoa,38,35-44,Female,basic,1529.88,6,25.0,124.36,9.8,8.6,4.0
686,Western,Axim,18,18-24,Male,tertiary,861.9,8,34.0,171.9,11.8,5.9,7.1
687,North East,Bunkpurugu,45,45-54,Female,tertiary,1589.03,6,21.0,97.98,8.7,8.1,2.8
688,Bono,Berekum,18,18-24,Male,postgraduate,967.57,5,14.0,73.89,7.3,4.8,5.2
689,Bono East,Nkoranza,36,35-44,Female,basic,780.59,4,17.0,93.7,5.7,5.3,5.7
690,Savannah,Bole,37,35-44,Female,secondary,1610.23,7,21.0,75.05,10.8,7.7,5.5
691,Central,Komenda,30,25-34,Female,tertiary,1607.36,6,29.0,87.03,10.3,7.0,2.7
692,Northern,Yendi,20,18-24,Male,secondary,959.02,10,30.0,59.27,15.0,8.5,1.3
693,Central,Komenda,30,25-34,Male,secondary,744.92,2,20.0,49.96,3.7,3.2,6.5
694,Western,Axim,50,45-54,Male,tertiary,868.13,7,25.0,54.8,8.1,6.8,3.7
695,Western,Tarkwa,33,25-34,Female,tertiary,1225.77,9,33.0,52.27,12.8,7.7,3.6
696,Greater Accra,Kasoa East,45,45-54,Male,tertiary,565.44,4,25.0,70.66,10.2,3.2,4.8
697,Eastern,Koforidua,38,35-44,Male,tertiary,1400.6,7,23.0,80.55,8.5,7.7,4.2
698,Savannah,Salaga,37,35-44,Male,secondary,1137.52,5,23.0,132.74,9.7,5.1,6.4
699,Central,Kasoa,24,18-24,Male,tertiary,1136.5,10,40.0,114.86,11.9,10.0,9.4
700,Ashanti,Mampong,25,25-34,Female,basic,1473.93,9,28.0,97.03,14.2,8.9,4.6
701,Volta,Keta,49,45-54,Female,postgraduate,593.72,8,27.0,149.43,11.4,7.1,3.2
702,Savannah,Bole,29,25-34,Male,tertiary,850.05,1,19.0,150.33,2.5,1.0,3.4
703,Eastern,Nsawam,33,25-34,Female,secondary,1228.17,5,30.0,89.94,6.1,2.1,8.2
704,Western,Shama,47,45-54,Female,postgraduate,1207.27,5,26.0,90.36,10.0,2.6,3.9
705,Savannah,Bole,42,35-44,Female,basic,1129.06,9,50.0,120.17,13.7,10.0,5.5
706,North East,Bunkpurugu,35,35-44,Female,postgraduate,1133.2,7,20.0,103.2,12.1,6.3,6.4
707,Upper West,Wa,30,25-34,Female,postgraduate,700.64,6,24.0,62.49,6.8,7.2,5.7
708,North East,Bunkpurugu,41,35-44,Female,tertiary,1589.66,9,36.0,82.38,13.5,10.0,3.9
709,Western North,Bibiani,35,35-44,Female,basic,927.03,7,34.0,78.92,8.0,4.9,6.5
710,Bono,Berekum,21,18-24,Female,basic,965.76,2,10.0,147.65,4.5,1.5,7.8
711,Bono,Wenchi,25,25-34,Male,postgraduate,1043.67,3,15.0,65.15,4.8,1.5,4.3
712,Bono,Berekum,24,18-24,Male,tertiary,625.22,9,28.0,62.73,12.4,8.1,7.1
713,Western North,Sefwi Wiawso,29,25-34,Female,secondary,2035.75,6,28.0,144.41,8.8,5.9,5.3
714,Central,Kasoa,45,45-54,Male,postgraduate,707.5,5,25.0,129.11,4.9,2.9,3.3
715,Central,Cape Coast,18,18-24,Female,basic,1179.05,6,26.0,68.88,8.5,3.5,5.8
716,Central,Komenda,18,18-24,Male,postgraduate,603.49,7,19.0,90.47,12.4,7.7,5.2
717,North East,Walewale,25,25-34,Male,postgraduate,725.35,7,9.0,55.84,8.8,7.1,7.7
718,Eastern,Suhum,44,35-44,Female,secondary,1746.99,6,22.0,74.73,12.1,6.7,3.8
719,Greater Accra,Kasoa East,18,18-24,Male,postgraduate,782.32,7,15.0,77.89,10.7,7.6,4.7
720,Western,Sekondi-Takoradi,26,25-34,Female,basic,1122.36,5,23.0,150.21,7.3,3.8,5.0
721,Upper West,Lawra,46,45-54,Female,basic,1214.2,7,21.0,137.68,11.5,6.2,7.9
722,Volta,Ho,35,35-44,Female,basic,1839.81,5,25.0,75.21,10.7,2.9,6.0
723,Upper East,Bolgatanga,38,35-44,Female,tertiary,1059.3,5,22.0,138.02,6.8,3.2,1.8
724,Ahafo,Asutifi South,26,25-34,Male,basic,712.25,5,5.0,104.98,6.0,6.0,4.2
725,Western,Shama,37,35-44,Female,tertiary,408.1,7,0.0,60.27,8.8,8.4,3.7
726,Greater Accra,Accra,26,25-34,Male,basic,434.78,2,12.0,55.2,4.1,2.1,5.2
727,Upper West,Wa,24,18-24,Female,basic,1988.32,7,37.0,84.03,9.2,6.4,5.6
728,Savannah,Damongo,28,25-34,Female,basic,1294.81,8,19.0,107.07,13.9,8.6,5.9
729,Eastern,Koforidua,18,18-24,Female,tertiary,2514.07,7,28.0,115.81,9.8,7.7,5.4
730,Western North,Bibiani,40,35-44,Female,tertiary,1342.11,6,31.0,90.26,7.3,4.8,6.6
731,Greater Accra,Tema,33,25-34,Female,postgraduate,1175.74,4,23.0,83.89,7.5,2.8,7.4
732,Savannah,Damongo,20,18-24,Female,basic,599.91,5,25.0,150.14,8.2,5.3,3.6
733,Ashanti,Obuasi,29,25-34,Male,postgraduate,794.48,6,20.0,57.38,10.0,3.3,6.5
734,Central,Kasoa,21,18-24,Female,secondary,2088.27,7,35.0,40.85,12.1,7.6,4.6
735,Ahafo,Goaso,30,25-34,Male,tertiary,1400.62,6,28.0,132.36,10.5,4.9,5.3
736,Western,Sekondi-Takoradi,35,35-44,Female,basic,726.3,6,26.0,170.04,9.1,7.1,6.3
737,Bono East,Techiman,25,25-34,Female,tertiary,3057.49,7,31.0,51.13,14.1,5.9,3.5
738,Ahafo,Tano North,30,25-34,Male,secondary,1450.77,1,14.0,78.1,4.0,3.1,5.2
739,Oti,Dambai,18,18-24,Female,tertiary,1006.07,7,32.0,81.23,13.0,9.4,5.0
740,Western North,Bibiani,42,35-44,Female,tertiary,1512.48,5,26.0,111.33,12.3,4.5,7.5
741,North East,Walewale,41,35-44,Male,basic,785.47,7,19.0,75.37,12.7,6.7,3.1
742,Northern,Tolon,21,18-24,Female,postgraduate,876.78,3,11.0,84.06,5.5,2.2,4.5
743,Greater Accra,Kasoa East,41,35-44,Female,tertiary,2069.62,6,25.0,84.67,12.4,6.8,5.6
744,Upper West,Lawra,39,35-44,Male,secondary,754.03,4,5.0,76.68,5.3,6.1,6.2
745,Eastern,Akim Oda,25,25-34,Male,secondary,1337.08,4,22.0,133.08,13.8,2.5,4.9
746,Ashanti,Obuasi,35,35-44,Female,basic,799.21,6,31.0,99.4,7.9,4.2,7.7
747,Greater Accra,Kasoa East,39,35-44,Male,secondary,588.95,10,25.0,53.04,13.0,10.0,3.9
748,Eastern,Nsawam,49,45-54,Male,tertiary,659.05,7,21.0,120.21,12.3,8.5,5.7
749,Bono,Berekum,23,18-24,Male,basic,1438.58,4,23.0,77.79,6.0,3.7,1.8
750,Upper West,Wa,20,18-24,Male,postgraduate,1641.03,8,35.0,67.95,11.9,10.0,5.3
751,Upper West,Jirapa,32,25-34,Female,tertiary,1747.79,8,33.0,85.01,12.7,8.8,3.8
752,Oti,Dambai,18,18-24,Female,tertiary,1897.06,6,14.0,77.22,10.6,5.2,4.9
753,Eastern,Koforidua,22,18-24,Female,basic,622.1,10,28.0,120.07,15.8,9.9,4.1
754,Upper East,Bolgatanga,39,35-44,Male,tertiary,1189.2,5,29.0,145.4,9.4,4.8,6.1
755,Upper West,Wa,29,25-34,Male,basic,1360.13,4,21.0,87.34,6.4,3.4,5.2
756,Central,Mfantsiman,30,25-34,Male,tertiary,538.54,4,13.0,78.32,6.1,4.2,6.4
757,Bono East,Techiman,41,35-44,Male,tertiary,1439.51,5,25.0,63.76,8.7,1.9,7.5
758,Ahafo,Asutifi South,28,25-34,Female,secondary,1897.82,8,35.0,109.78,10.8,7.3,9.4
759,Eastern,Nsawam,25,25-34,Male,secondary,2264.73,8,37.0,120.7,11.6,8.3,4.7
760,Western,Sekondi-Takoradi,22,18-24,Male,postgraduate,586.92,5,18.0,61.83,9.1,5.5,1.0
761,Ashanti,Ejisu,18,18-24,Male,basic,1647.8,9,21.0,122.24,12.6,8.4,6.2
762,Upper East,Bolgatanga,49,45-54,Female,postgraduate,508.28,9,19.0,119.93,12.4,9.7,6.7
763,Northern,Yendi,19,18-24,Female,secondary,851.39,6,9.0,52.91,7.8,6.4,4.6
764,Upper East,Paga,21,18-24,Female,postgraduate,1342.87,5,12.0,116.39,5.3,8.1,2.7
765,Western North,Bodi,44,35-44,Male,postgraduate,1022.66,6,27.0,109.37,5.3,7.5,4.7
766,Central,Kasoa,21,18-24,Female,postgraduate,807.26,1,2.0,113.03,2.3,1.7,4.1
767,Northern,Savelugu,31,25-34,Male,basic,876.29,5,3.0,159.16,8.0,5.3,4.9
768,Northern,Savelugu,36,35-44,Female,postgraduate,1269.89,6,20.0,186.57,11.3,4.0,7.9
769,Upper West,Lawra,22,18-24,Female,secondary,777.25,6,21.0,87.98,7.5,6.5,7.5
770,Bono,Wenchi,32,25-34,Female,basic,2209.09,8,33.0,121.89,16.3,9.2,3.7
771,Savannah,Damongo,42,35-44,Male,secondary,875.74,9,22.0,88.84,10.3,8.4,5.3
772,Oti,Kadjebi,45,45-54,Male,secondary,1792.48,7,25.0,65.56,13.3,6.0,8.0
773,Bono,Berekum,31,25-34,Male,postgraduate,773.8,5,29.0,98.64,8.3,5.1,6.0
774,Upper East,Bolgatanga,27,25-34,Male,basic,1064.62,7,13.0,73.76,8.7,5.0,9.5
775,Upper West,Lawra,38,35-44,Male,postgraduate,1127.38,3,15.0,85.21,4.8,1.3,2.4
776,Bono East,Techiman,23,18-24,Male,tertiary,1227.89,7,20.0,61.19,11.4,5.9,5.5
777,Western North,Juaboso,37,35-44,Female,secondary,1466.44,8,24.0,92.36,13.2,3.1,8.7
778,Ahafo,Tano North,40,35-44,Male,tertiary,601.4,4,27.0,100.77,8.5,5.2,5.8
779,Greater Accra,Accra,40,35-44,Female,tertiary,1514.74,4,0.0,116.11,10.0,2.7,3.8
780,Ashanti,Obuasi,29,25-34,Female,secondary,1529.84,6,29.0,124.01,12.4,5.1,5.9
781,Bono East,Techiman,27,25-34,Male,secondary,2002.56,6,24.0,98.6,9.4,4.8,7.3
782,Bono,Dormaa,46,45-54,Female,basic,1145.82,5,11.0,40.5,6.0,2.7,7.9
783,Central,Cape Coast,30,25-34,Male,tertiary,823.97,3,14.0,123.79,3.6,3.3,8.0
784,Savannah,Damongo,39,35-44,Female,postgraduate,744.87,3,0.0,149.22,4.4,1.2,4.6
785,Western,Tarkwa,28,25-34,Female,secondary,1030.32,4,17.0,104.67,4.9,1.7,5.8
786,Upper West,Lawra,23,18-24,Female,postgraduate,939.41,5,10.0,135.62,5.8,6.0,5.4
787,Bono,Wenchi,23,18-24,Male,tertiary,625.61,6,23.0,157.53,6.4,5.7,8.7
788,Volta,Kpando,34,25-34,Female,tertiary,928.97,7,26.0,112.33,11.8,4.5,7.3
789,Savannah,Bole,43,35-44,Male,tertiary,1460.71,6,33.0,80.28,10.5,4.4,4.2
790,Ashanti,Mampong,31,25-34,Male,tertiary,1244.89,8,31.0,80.26,11.6,7.6,6.8
791,Upper East,Navrongo,29,25-34,Male,postgraduate,1048.65,4,20.0,97.67,3.9,3.6,5.4
792,Upper West,Jirapa,28,25-34,Male,postgraduate,972.48,5,14.0,97.6,9.6,6.0,6.6
793,Western,Axim,29,25-34,Female,postgraduate,1147.54,7,23.0,83.24,7.8,5.3,2.7
794,Savannah,Sawla,54,45-54,Female,tertiary,552.93,10,27.0,172.96,14.3,10.0,3.5
