record_id,year,region,district,school_name,school_type,rainfall_mm,average_temperature_c,attendance_rate_pct,graduation_rate_pct,teacher_student_ratio,electricity_outage_days
590,2018,Western,Axim,Wesley Girls,public,27.7,30,81.9,82.7,0.028,2
591,2022,Bono,Sunyani,Wesley Girls,private,42,29.2,84,81.3,0.046,2
592,2021,Central,Mfantsiman,Wesley Girls,private,72.6,29.8,80.5,79.9,0.055,2
593,2021,Bono,Sunyani,Cape Coast Technical University,private,44.4,27.4,88.2,84,0.047,4
594,2025,Savannah,Salaga,Adisadel College,public,25.5,26.9,73.5,82.2,0.045,4
595,2025,Greater Accra,Madina,Wesley Girls,public,55.9,24.3,74.9,73,0.053,8
596,2021,Oti,Jasikan,Cape Coast Technical University,private,28.1,25.7,83.9,74.9,0.041,4
597,2019,Western North,Bibiani,Mfantsipim School,private,18.4,32.5,81.9,80.1,0.048,5
598,2019,Savannah,Damongo,UCC Practice School,private,33.2,28.2,80.5,85.4,0.054,5
599,2019,Ashanti,Obuasi,Adisadel College,public,50.5,31.7,86.3,87.6,0.045,2
600,2021,Central,Mfantsiman,UCC Practice School,private,34.5,22.9,66.4,78.3,0.042,2
601,2020,Upper West,Wa,Apam SHS,mission,42.6,28.6,80.6,85.3,0.043,3
602,2021,Bono,Sunyani,Adisadel College,mission,82,34.7,72.1,79.8,0.049,6
603,2022,Ashanti,Mampong,Mfantsipim School,private,23.7,28.7,83.1,81.9,0.028,4
604,2025,Bono East,Techiman,Ghana National College,public,127.8,30.2,71.2,85.7,0.036,4
605,2018,Upper East,Paga,Apam SHS,private,75,26.5,83.9,86.8,0.028,6
606,2023,Northern,Savelugu,Mfantsipim School,mission,106.7,27.8,85.4,88.4,0.049,3
607,2022,Northern,Yendi,Mfantsipim School,private,20.9,28.2,72.1,81.7,0.053,5
608,2025,Eastern,Nsawam,UCC Practice School,private,56,27.9,67.3,81.3,0.038,2
609,2024,Greater Accra,Kasoa East,UCC Practice School,mission,14.2,26.9,80.7,88,0.034,8
610,2018,Ahafo,Goaso,Mfantsipim School,public,82.9,29.9,86.4,98.1,0.028,3
611,2024,Bono,Sunyani,UCC Practice School,mission,36.9,23.3,89.3,84.8,0.027,4
612,2025,Western,Tarkwa,Ghana National College,private,80.2,34.3,90.1,84.1,0.042,4
613,2025,Ashanti,Ejisu,Cape Coast Technical University,public,64.8,27.9,69.1,89.3,0.036,4
614,2022,Western,Shama,Wesley Girls,public,31.8,25.8,74.7,78.9,0.055,4
615,2018,Northern,Tolon,Mfantsipim School,public,44.5,27.5,71.3,81.5,0.05,5
616,2023,Oti,Nkwanta South,Adisadel College,mission,39.1,26,76,79.5,0.04,6
617,2020,North East,Walewale,Wesley Girls,public,50.7,26.3,78.6,90,0.032,2
618,2018,Bono,Sunyani,Wesley Girls,public,55.8,28.3,84,83.8,0.038,6
619,2021,Oti,Nkwanta South,Cape Coast Technical University,mission,52.2,31.4,81.7,79.9,0.028,2
620,2022,Volta,Hohoe,St Augustine's College,public,58.7,32.4,86.7,83.4,0.045,3
621,2025,North East,Chereponi,Mfantsipim School,mission,71,30.3,73.7,86.6,0.052,1
622,2019,Oti,Nkwanta South,Wesley Girls,mission,46.7,26.5,88.6,87.4,0.039,2
623,2024,North East,Walewale,Adisadel College,mission,31.9,28.8,77.1,83.5,0.04,4
624,2020,Savannah,Sawla,Ghana National College,private,48.3,26.1,80,87.1,0.054,3
625,2023,Volta,Ho,Ghana National College,private,117.7,29.3,88.1,80,0.035,3
626,2022,North East,Bunkpurugu,Cape Coast Technical University,public,36.5,30.3,62.3,81.3,0.029,11
627,2020,Bono East,Kintampo,Wesley Girls,public,92.3,32,76.7,91.5,0.028,3
628,2019,Greater Accra,Kasoa East,Ghana National College,mission,53.6,29.6,63,84.5,0.049,7
629,2019,Oti,Kadjebi,UCC Practice School,public,60.1,27.9,65.4,76.1,0.033,3
630,2019,Western,Shama,St Augustine's College,public,36.3,29.7,77.7,81.7,0.056,7
631,2019,North East,Chereponi,Ghana National College,public,22,27.7,69.9,72.9,0.054,5
632,2019,Oti,Nkwanta South,Ghana National College,public,43,28.1,80.6,84.4,0.051,5
633,2021,Western,Shama,Ghana National College,private,17,31.2,78.3,73,0.041,3
634,2018,Upper West,Wa,Adisadel College,private,11.8,30.2,72,74.7,0.041,5
635,2024,Central,Komenda,St Augustine's College,public,65.6,28.5,64.2,76.7,0.054,3
636,2019,Volta,Kpando,St Augustine's College,public,43.7,28.4,86.3,82,0.035,4
637,2025,Northern,Yendi,Ghana National College,public,91.3,27.3,77.5,86.9,0.041,7
638,2022,Western,Shama,Wesley Girls,mission,57.7,32.7,70,89.4,0.038,1
639,2022,Northern,Tolon,Cape Coast Technical University,private,70.7,32,70.4,82.5,0.037,6
640,2025,Bono,Sunyani,UCC Practice School,public,73.8,32.2,67.9,86.5,0.052,2
641,2019,Bono,Sunyani,Cape Coast Technical University,mission,90.4,28.6,76.9,83.1,0.047,4
642,2020,Upper West,Jirapa,Adisadel College,private,22.6,29.9,83.8,88.3,0.054,2
643,2019,North East,Chereponi,Wesley Girls,private,34.9,30,80.7,84.2,0.028,11
644,2025,Upper West,Lawra,Mfantsipim School,private,21.9,30.3,87.3,91.7,0.051,2
645,2023,Greater Accra,Tema,Adisadel College,public,72.9,26.1,78.9,93.2,0.036,3
646,2024,Northern,Tolon,Cape Coast Technical University,private,57,34.3,88.9,92.4,0.044,4
647,2021,Upper West,Wa,Ghana National College,public,59.5,22.3,76.4,74,0.047,6
648,2023,Ashanti,Obuasi,Adisadel College,public,108.6,25.7,60.8,71.5,0.03,3
649,2018,Western,Shama,Adisadel College,private,28.9,24.5,67.1,81.9,0.048,7
650,2025,Western North,Bodi,Wesley Girls,public,55.2,28.5,74.1,83,0.036,5
651,2022,Ashanti,Kumasi,Cape Coast Technical University,mission,20.8,29.6,75,89,0.034,5
652,2024,Greater Accra,Kasoa East,Mfantsipim School,mission,50.4,29,71.3,80.3,0.04,6
653,2024,Upper West,Jirapa,Apam SHS,mission,79.9,23.9,80.6,79.9,0.049,6
654,2019,North East,Walewale,Adisadel College,private,160.3,30.9,83.6,82.2,0.038,4
655,2018,Bono,Berekum,Mfantsipim School,mission,31.1,28.1,59.3,74.7,0.042,5
656,2018,Ahafo,Tano North,Mfantsipim School,private,10.1,29.2,83.7,86.5,0.033,5
657,2019,Oti,Jasikan,Wesley Girls,public,45.1,35.4,72.9,84.3,0.036,3
658,2024,Greater Accra,Kasoa East,Cape Coast Technical University,public,35.9,28.3,63.6,85.3,0.054,7
659,2018,Volta,Kpando,Apam SHS,private,25.4,29.2,66.9,73,0.053,4
660,2022,Savannah,Damongo,Cape Coast Technical University,private,36.4,26.7,73.1,78.5,0.052,2
661,2019,Eastern,Koforidua,Wesley Girls,public,63.3,32.4,71.9,87.8,0.038,4
662,2020,Upper West,Wa,UCC Practice School,private,64.6,32.2,69.1,84.7,0.027,7
663,2019,Western,Sekondi-Takoradi,Ghana National College,private,73.2,30,66,85.2,0.053,7
664,2022,Volta,Hohoe,UCC Practice School,public,24,28.2,92.6,92.8,0.038,7
665,2019,Ahafo,Asutifi South,Ghana National College,mission,65.5,28.7,77.2,77.6,0.05,3
666,2019,Northern,Tamale,Adisadel College,public,38.6,34.8,81.9,94.9,0.041,2
667,2024,Savannah,Salaga,Ghana National College,public,68.4,30.8,84.5,80.4,0.052,5
668,2019,Savannah,Sawla,UCC Practice School,private,62.4,25.7,72.4,83.7,0.03,6
669,2021,Savannah,Sawla,Cape Coast Technical University,private,59.2,30,74.9,92.1,0.051,2
670,2021,Eastern,Akim Oda,Wesley Girls,public,48.1,28.9,78.3,74.7,0.052,6
671,2025,Upper West,Wa,Ghana National College,public,53.1,29.4,68.1,81.2,0.035,8
672,2022,Central,Cape Coast,Ghana National College,mission,40.4,28.6,68.6,73.5,0.045,4
673,2018,Bono,Sunyani,Ghana National College,public,37.8,29.8,94.1,95.1,0.028,9
674,2024,Upper West,Tumu,Cape Coast Technical University,public,12.1,28.9,98.1,83.8,0.035,5
675,2019,Northern,Yendi,Apam SHS,public,64.7,28.1,64.2,73.8,0.037,6
676,2024,Greater Accra,Tema,Mfantsipim School,mission,14.5,29.9,82,87.6,0.029,6
677,2019,Bono East,Nkoranza,Ghana National College,public,103.6,29.3,80.1,88.5,0.039,3
678,2024,Upper West,Wa,Wesley Girls,mission,40.9,33.4,79.2,85.3,0.045,4
679,2023,Ahafo,Goaso,UCC Practice School,mission,78.1,28.5,69.4,84.7,0.045,3
680,2021,Upper East,Paga,Mfantsipim School,public,102.1,25.4,67.9,85.4,0.04,3
681,2020,Bono East,Atebubu,Ghana National College,mission,108.2,31.1,86,88.2,0.03,4
682,2023,Bono,Dormaa,Ghana National College,private,39.5,31.6,91.5,86.3,0.029,7
683,2021,Eastern,Suhum,Wesley Girls,mission,49,24.2,76.6,74.9,0.05,7
684,2018,Savannah,Salaga,Adisadel College,private,20.5,29.5,66.4,73.7,0.043,3
685,2023,Ahafo,Tano North,Wesley Girls,private,31,28.3,75.6,88.5,0.048,2
686,2019,Savannah,Sawla,St Augustine's College,private,91.9,30.5,72.2,83.7,0.027,5
687,2019,Western,Tarkwa,Apam SHS,public,62.7,30.4,70.3,79.9,0.039,2
688,2024,Bono East,Kintampo,Wesley Girls,public,61.7,30.3,74.7,79.5,0.053,4
689,2022,Ahafo,Asunafo North,Adisadel College,mission,40.2,31.4,83.8,77.1,0.047,5
690,2020,Ahafo,Goaso,Wesley Girls,public,34.7,30.5,84.1,91.2,0.049,4
691,2022,Eastern,Akim Oda,Mfantsipim School,mission,32.9,33.3,79.2,80.8,0.04,3
692,2020,Eastern,Koforidua,Mfantsipim School,public,25.4,28.7,80.5,83.2,0.048,2
693,2023,Western North,Bodi,Wesley Girls,mission,39.5,28.8,79.1,89.1,0.046,5
694,2023,Northern,Tamale,UCC Practice School,public,67,27.7,71.5,77.2,0.03,2
695,2020,Volta,Ho,Mfantsipim School,mission,59.4,27.6,87.1,87.8,0.029,1
696,2023,Volta,Hohoe,Adisadel College,private,25.7,28.8,66.6,78.7,0.031,5
697,2020,Savannah,Damongo,St Augustine's College,mission,91.3,31.8,79.4,84.1,0.029,2
698,2020,Greater Accra,Accra,St Augustine's College,private,64.5,28.7,79.5,78.3,0.043,5
699,2022,Eastern,Nsawam,Adisadel College,private,33.8,29.6,93.1,91.8,0.055,3
700,2019,Bono,Wenchi,Apam SHS,mission,45.2,32.8,67.4,82.1,0.049,6
701,2019,Bono,Wenchi,Ghana National College,private,22.5,31.8,75.8,88.4,0.048,3
702,2023,Central,Komenda,Ghana National College,public,45,26.5,69.8,81.3,0.051,4
703,2024,Eastern,Suhum,St Augustine's College,mission,26.8,25.1,88,79.3,0.053,1
704,2022,Eastern,Akim Oda,Mfantsipim School,public,68,23,70.3,79.9,0.035,1
705,2023,North East,Bunkpurugu,Mfantsipim School,public,17.2,31.6,74,74.2,0.029,2
706,2021,North East,Chereponi,Ghana National College,mission,25.4,20.5,89.3,97.5,0.048,2
707,2024,Upper West,Jirapa,St Augustine's College,public,46.2,27.4,68.8,78.6,0.039,4
708,2023,Upper West,Wa,Apam SHS,mission,16,27.3,74.3,82.9,0.054,2
709,2018,Ahafo,Asunafo North,Wesley Girls,mission,83.2,29.7,84.5,87.2,0.054,8
710,2020,Bono,Berekum,Apam SHS,public,38,27.9,89.7,85.3,0.055,2
711,2024,Central,Cape Coast,Apam SHS,mission,66.6,24.1,71.6,89,0.049,2
712,2024,Western North,Bibiani,Cape Coast Technical University,mission,18,30.3,86.9,86.8,0.044,4
713,2024,Northern,Tamale,Wesley Girls,mission,47.5,30.6,78.1,79,0.049,3
714,2025,Bono East,Techiman,Mfantsipim School,public,43.4,28.5,74.6,81.3,0.034,4
715,2022,Western North,Bibiani,Adisadel College,mission,73.5,25.7,84.1,87.8,0.026,3
716,2020,Central,Cape Coast,Cape Coast Technical University,private,75.8,30.1,72.6,79,0.04,9
717,2020,Ahafo,Asunafo North,UCC Practice School,private,17,28.6,66.5,78.2,0.045,2
718,2020,Greater Accra,Kasoa East,Apam SHS,private,34.6,28.8,61.2,80.8,0.051,3
719,2022,Ashanti,Ejisu,Ghana National College,public,68.1,29.2,79,82.8,0.028,2
720,2019,Upper West,Lawra,Mfantsipim School,public,30.4,24.5,79.8,85.7,0.028,7
721,2021,Western North,Bodi,Cape Coast Technical University,public,26.8,23.2,79,85.2,0.054,2
722,2021,Upper East,Navrongo,Adisadel College,mission,46.8,27.6,69.8,77.1,0.032,6
723,2025,Ahafo,Goaso,Adisadel College,mission,90,32.2,82.7,82.3,0.046,5
724,2023,Volta,Kpando,UCC Practice School,public,56.8,26,82.6,75.3,0.031,4
725,2022,Volta,Hohoe,UCC Practice School,public,55.4,32.3,85.6,93.5,0.053,2
726,2018,Upper West,Lawra,UCC Practice School,private,44.8,30.7,75.9,84.8,0.048,4
727,2021,Upper West,Tumu,Ghana National College,private,53.8,35.6,79.8,82.2,0.028,6
728,2021,Ashanti,Mampong,Adisadel College,private,38.5,29.7,77.1,79,0.034,5
729,2020,North East,Nalerigu,UCC Practice School,private,70.5,27.4,67,68.1,0.055,2
730,2022,Ahafo,Goaso,Adisadel College,public,12.9,25.5,80.1,75.7,0.051,3
731,2023,Western,Tarkwa,Cape Coast Technical University,public,66.3,30.5,74.6,92.6,0.028,1
732,2023,Ahafo,Asunafo North,Apam SHS,private,63.3,27.9,71,74.5,0.035,4
733,2019,Ahafo,Asutifi South,Ghana National College,private,62.1,27.1,90.9,85.5,0.036,9
734,2022,Savannah,Salaga,Apam SHS,private,42.1,27.6,63.6,84.6,0.04,4
735,2025,Volta,Hohoe,Cape Coast Technical University,public,99.3,27.1,75.7,75.8,0.034,3
736,2025,Ashanti,Kumasi,St Augustine's College,public,75.3,26.8,75.7,84.4,0.051,9
737,2022,Volta,Hohoe,Cape Coast Technical University,public,19,27.2,79.9,80.9,0.04,5
738,2021,Ahafo,Asunafo North,Wesley Girls,mission,60.6,34.6,72.1,78.1,0.027,6
739,2024,Ashanti,Ejisu,St Augustine's College,public,52.9,27.4,58.6,77.6,0.038,4
740,2024,Savannah,Sawla,Wesley Girls,mission,39.9,29.7,72.3,73.3,0.044,5
741,2024,Greater Accra,Kasoa East,Wesley Girls,public,26.1,28.2,72.8,79.2,0.046,2
742,2020,Ahafo,Goaso,Ghana National College,public,39.7,25.7,88.2,86.8,0.029,3
743,2024,Oti,Nkwanta South,St Augustine's College,mission,55,30.5,80.9,73.5,0.041,1
744,2022,Ashanti,Kumasi,UCC Practice School,private,112.6,30.2,79,93.5,0.039,3
745,2019,Bono,Sunyani,Cape Coast Technical University,private,101.2,28.1,88.5,95.4,0.031,4
746,2025,Ashanti,Mampong,Ghana National College,mission,69.6,30.9,83.9,77,0.032,3
747,2020,Bono,Wenchi,Cape Coast Technical University,mission,40,28.4,93,84.2,0.055,6
748,2020,Upper West,Tumu,St Augustine's College,mission,53.2,29.2,74.7,91,0.038,1
749,2019,Greater Accra,Madina,Adisadel College,public,64,31.4,84.3,87.7,0.045,4
750,2019,Ashanti,Kumasi,Cape Coast Technical University,mission,40.6,27.9,75.8,84.3,0.032,4
751,2023,Bono,Wenchi,Mfantsipim School,public,25,33.3,69.3,86.2,0.054,1
752,2019,Eastern,Suhum,St Augustine's College,mission,98.5,26.9,70.8,84.5,0.054,4
753,2022,Bono East,Nkoranza,St Augustine's College,mission,61.4,31.2,77.8,83.9,0.05,2
754,2025,Ahafo,Asutifi South,UCC Practice School,mission,106.3,29.3,83,81.2,0.039,7
755,2023,North East,Walewale,Adisadel College,private,5.7,29.4,88.2,87,0.038,3
756,2025,Greater Accra,Accra,UCC Practice School,mission,120.8,31.3,65.8,88.7,0.052,3
757,2020,North East,Nalerigu,Apam SHS,public,84.5,30.7,74.9,91.2,0.052,5
758,2023,Northern,Tolon,Adisadel College,private,23.4,26,74.3,80.5,0.053,4
759,2020,Northern,Savelugu,UCC Practice School,private,37.2,27.5,96.8,80.1,0.034,3
760,2018,Bono,Sunyani,Apam SHS,private,108,28,74.7,81.3,0.046,3
761,2024,Western North,Juaboso,Wesley Girls,private,32.3,28.7,72.4,65.8,0.046,3
762,2018,Western,Shama,Mfantsipim School,private,36,31,76.2,86.4,0.037,3
763,2024,Savannah,Salaga,Mfantsipim School,private,60,24.8,82,81.9,0.029,4
764,2025,Northern,Tamale,Mfantsipim School,mission,17,30.6,90.8,82.1,0.029,5
765,2018,Savannah,Salaga,Cape Coast Technical University,mission,24,29.9,61.3,71,0.051,4
766,2023,Eastern,Akim Oda,St Augustine's College,private,99.8,31.8,72.6,78.6,0.036,4
767,2022,Oti,Kadjebi,St Augustine's College,private,77.8,25.7,74.8,75.7,0.052,6
768,2023,Oti,Kadjebi,Ghana National College,public,14.2,29.2,76.7,86.5,0.035,6
769,2022,Ashanti,Kumasi,Wesley Girls,public,35.6,29.8,97.5,76.6,0.032,5
770,2019,Upper West,Lawra,Adisadel College,private,43,24.5,75.1,85.9,0.038,3
771,2022,Ahafo,Tano North,Adisadel College,public,56.9,27.6,92.7,93.2,0.047,6
772,2020,Bono East,Kintampo,Adisadel College,public,24.9,26.2,72.4,85.9,0.044,8
773,2020,Northern,Tolon,Ghana National College,mission,31.9,27.2,66.2,74.3,0.031,1
774,2024,Ashanti,Obuasi,Ghana National College,mission,13.8,31.9,82.8,84,0.055,4
775,2023,Ahafo,Asutifi South,St Augustine's College,public,25.2,31.7,75.9,81.4,0.055,4
776,2024,Upper West,Lawra,Ghana National College,mission,31,28.5,66.3,70.1,0.034,4
777,2021,Ashanti,Ejisu,Ghana National College,public,71.7,33.2,83.4,78.8,0.042,3
778,2021,Greater Accra,Madina,Adisadel College,mission,139.8,28.4,85.2,89.7,0.033,2
779,2024,Upper West,Tumu,Cape Coast Technical University,private,61.9,26,80,77.7,0.055,2
780,2022,Central,Kasoa,Apam SHS,private,30.9,30.7,80,93.1,0.037,3
781,2024,Western North,Juaboso,Cape Coast Technical University,public,60.8,30.2,78.7,86.6,0.053,4
782,2023,Western,Shama,Ghana National College,public,27.9,28.6,82.9,79,0.039,4
783,2023,Central,Komenda,UCC Practice School,public,83.5,28.4,84.3,91.5,0.047,4
784,2021,Oti,Nkwanta South,Apam SHS,mission,87.9,28.8,66.9,79.6,0.053,6
785,2022,Western,Shama,UCC Practice School,public,64.5,30.4,73.3,89.6,0.044,3
786,2019,Upper West,Lawra,Wesley Girls,mission,56.1,30.5,77.5,84.2,0.033,2
787,2019,Upper West,Lawra,UCC Practice School,private,31,30.9,76.6,87.6,0.05,5
788,2021,Western North,Juaboso,Ghana National College,private,77.7,28.3,79.4,87.7,0.053,5
789,2022,Bono East,Techiman,UCC Practice School,private,52.4,28.5,78.9,82.2,0.029,5
790,2021,Ahafo,Asutifi South,Cape Coast Technical University,mission,54.4,29,78.5,82.3,0.037,3
791,2020,North East,Walewale,Cape Coast Technical University,mission,54.1,26.7,72,84.3,0.055,2
792,2022,Upper East,Navrongo,Mfantsipim School,private,75.2,26,71.4,83.8,0.045,1
793,2018,Ahafo,Asunafo North,Ghana National College,mission,44.4,32.3,90,95.1,0.031,2
794,2020,Oti,Jasikan,St Augustine's College,mission,45.5,29,74.2,87.3,0.051,2
795,2022,Upper East,Paga,Wesley Girls,public,51,26.6,100,93.7,0.04,3
796,2025,Bono,Sunyani,Ghana National College,mission,56,27.3,63,69.2,0.052,4
797,2021,Western North,Bodi,Apam SHS,mission,29.4,27.5,73.1,87.4,0.049,5
798,2023,Ashanti,Mampong,St Augustine's College,public,70.9,30.5,80.7,85.6,0.047,2
799,2021,Ashanti,Obuasi,Apam SHS,private,64.7,32.8,80.2,81.7,0.034,3
800,2021,Northern,Yendi,Apam SHS,private,40.5,27.8,69.3,80.4,0.043,4
801,2022,Northern,Yendi,Cape Coast Technical University,public,74.3,23.6,96.7,74.5,0.051,4
802,2021,Central,Cape Coast,Wesley Girls,private,47.7,29.9,72,90.8,0.051,4
803,2025,Savannah,Damongo,Ghana National College,private,76.4,24.9,70,83.3,0.031,2
804,2024,Volta,Kpando,UCC Practice School,private,83.4,27.8,75.7,93.7,0.038,3
805,2024,Ashanti,Obuasi,Wesley Girls,private,75.9,33.3,67.3,95.4,0.04,4
806,2022,Oti,Nkwanta South,Cape Coast Technical University,mission,57.6,25.1,70.4,65.2,0.04,7
807,2024,Greater Accra,Tema,Apam SHS,private,74.3,27.2,71,77.3,0.04,5
808,2025,North East,Walewale,Cape Coast Technical University,mission,19.9,25.9,66,78.2,0.029,2
809,2022,Upper East,Bolgatanga,Mfantsipim School,mission,100.8,25.1,77.9,84.1,0.053,6
810,2021,Northern,Tamale,Adisadel College,private,64.5,27.4,67.7,74.7,0.049,4
811,2019,Bono East,Atebubu,Ghana National College,public,58.3,28.2,79.2,90.9,0.039,3
812,2019,Ahafo,Asutifi South,Wesley Girls,mission,52.5,32.2,68.6,88.9,0.054,2
813,2024,Greater Accra,Accra,St Augustine's College,public,92.3,27.5,84.8,76.7,0.042,9
814,2025,Greater Accra,Tema,Mfantsipim School,private,32.2,30.4,83.1,90,0.028,8
815,2020,Western North,Sefwi Wiawso,Adisadel College,private,52.7,33.8,82.1,77.8,0.039,3
816,2022,Ahafo,Asunafo North,St Augustine's College,public,49.3,34.5,76.4,85.3,0.032,2
817,2021,Bono East,Nkoranza,Apam SHS,mission,101,27.3,87,81.5,0.056,6
818,2023,Bono East,Atebubu,Mfantsipim School,mission,29.4,33.4,80.1,90.3,0.03,5
819,2024,Upper East,Bawku,Ghana National College,mission,47.1,30.6,73.1,88.5,0.035,1
820,2021,Volta,Kpando,St Augustine's College,mission,52.3,32.5,67.8,80.9,0.046,1
821,2021,Ahafo,Goaso,UCC Practice School,private,21.6,25.9,81.5,94.2,0.033,6
822,2019,Greater Accra,Madina,Wesley Girls,mission,27.5,28,70,78.8,0.03,1
823,2018,Bono,Berekum,Cape Coast Technical University,private,66.5,30.1,80.7,87.7,0.038,3
824,2023,Upper East,Bolgatanga,Mfantsipim School,mission,36.6,24.8,76.7,86.1,0.052,4
825,2022,Ahafo,Goaso,Mfantsipim School,private,76,27.1,76.6,82.6,0.043,3
826,2020,Western North,Bodi,Ghana National College,mission,28.3,25.5,84.1,89.8,0.048,9
827,2020,Upper East,Paga,Mfantsipim School,public,100.1,27.9,84.2,90.7,0.035,1
828,2024,Western North,Sefwi Wiawso,Adisadel College,mission,51.7,28.3,74.3,78.9,0.052,2
829,2020,Volta,Ho,Wesley Girls,mission,129.9,36.8,76.3,85.2,0.043,4
830,2022,Greater Accra,Accra,Apam SHS,public,107.9,29.7,85,85.6,0.037,5
831,2022,Bono,Sunyani,Cape Coast Technical University,private,48.3,24.9,89.7,88.6,0.045,7
832,2020,Western North,Sefwi Wiawso,Ghana National College,mission,41.8,29.4,82.2,94.6,0.038,1
833,2020,Bono,Berekum,Apam SHS,public,17.6,21.9,95.1,83.2,0.034,6
834,2021,Upper West,Wa,UCC Practice School,mission,68.1,31.2,67.5,87.7,0.049,3
835,2025,Upper West,Lawra,Adisadel College,private,26.1,31.4,71.6,79,0.029,3
836,2023,Bono,Dormaa,Ghana National College,mission,21.9,25,59.9,75.2,0.046,5
837,2018,Western North,Bibiani,Ghana National College,private,37,30.2,70.5,78.8,0.042,4
838,2019,Bono East,Atebubu,Wesley Girls,private,48.8,28.2,68.1,79.9,0.041,3
839,2022,Central,Komenda,Mfantsipim School,public,32.5,26.8,84.7,86.4,0.036,3
840,2018,Volta,Hohoe,Ghana National College,mission,20.5,33.1,78.5,79.7,0.034,6
841,2020,Ahafo,Goaso,St Augustine's College,mission,116.9,27.6,91,74.6,0.046,1
842,2024,Bono,Berekum,Apam SHS,public,47.1,29.9,81,87.3,0.05,3
843,2023,Upper East,Bawku,Wesley Girls,private,62.2,28,63.5,77.2,0.038,2
844,2020,Volta,Kpando,Wesley Girls,public,16.8,32.9,66.7,73.4,0.031,7
845,2020,Ahafo,Asunafo North,UCC Practice School,public,126.2,28.3,73.4,81.1,0.027,3
846,2020,Bono,Sunyani,St Augustine's College,public,41.4,27.2,74.2,81.8,0.043,10
847,2021,Bono,Berekum,Apam SHS,private,9.9,29,80,98,0.034,4
848,2022,Bono East,Nkoranza,Wesley Girls,private,64.9,25.4,65.5,83.2,0.038,6
849,2020,Upper East,Paga,Ghana National College,mission,77.3,34.4,73.7,88.2,0.043,4
850,2020,Oti,Dambai,Adisadel College,public,71.9,33.1,85.5,87.3,0.047,5
851,2022,Upper East,Navrongo,Mfantsipim School,public,24.2,28.4,78.7,84.9,0.039,3
852,2019,Ahafo,Asutifi South,Apam SHS,mission,56.5,26.8,77.5,85.5,0.047,1
853,2025,Central,Mfantsiman,Cape Coast Technical University,private,41,27.7,85,78.6,0.053,6
854,2025,Upper East,Bawku,UCC Practice School,private,50.4,25.8,72,78.9,0.034,2
855,2021,Bono East,Kintampo,UCC Practice School,mission,19.2,27.3,66.6,76.2,0.047,2
856,2021,Upper West,Wa,Apam SHS,mission,84.2,27.4,67.3,76.3,0.035,5
857,2024,Central,Mfantsiman,Adisadel College,mission,65.7,25.6,84.7,78.6,0.028,4
858,2024,Eastern,Akim Oda,Wesley Girls,mission,60,32.1,73,78.1,0.029,4
859,2018,Bono,Wenchi,St Augustine's College,public,58.1,28.7,70.9,87.7,0.047,4
860,2025,Western,Axim,Wesley Girls,private,49.6,30.4,74.1,72.6,0.031,3
861,2021,Bono,Berekum,Wesley Girls,public,48.8,28.1,72.1,85.3,0.055,4
862,2024,Upper West,Lawra,Apam SHS,private,43,25.9,75.1,96,0.042,3
863,2025,Central,Komenda,UCC Practice School,private,25.8,27.6,79.8,97.3,0.035,3
864,2024,Central,Kasoa,Apam SHS,private,36,27.2,69.1,80.5,0.044,3
865,2018,Northern,Yendi,Wesley Girls,mission,46,31.7,59.9,78.9,0.029,3
866,2019,Greater Accra,Kasoa East,Cape Coast Technical University,private,42.6,32.7,72,91.3,0.028,9
867,2022,Western,Shama,Mfantsipim School,private,51.6,25.4,74.1,77.4,0.042,5
868,2020,Eastern,Suhum,Wesley Girls,mission,99.5,28.6,84,95.2,0.032,9
869,2023,Ashanti,Mampong,Wesley Girls,mission,3.9,28.9,81.1,84.5,0.028,6
870,2018,Northern,Savelugu,Cape Coast Technical University,public,79.8,27.5,70.5,91.4,0.045,5
871,2024,Oti,Dambai,Apam SHS,mission,27.3,27.9,80,79.6,0.039,3
872,2024,Western,Shama,Wesley Girls,public,18.4,29,90.6,91.8,0.041,2
873,2023,Western,Tarkwa,St Augustine's College,mission,46.6,25.5,87,94.2,0.049,2
874,2023,Bono,Sunyani,Apam SHS,public,29.6,29.4,73.8,82.8,0.046,4
875,2021,Greater Accra,Accra,Ghana National College,private,37.3,30,78.8,75.4,0.05,4
876,2024,North East,Nalerigu,Cape Coast Technical University,mission,17.2,25.6,84.4,91.6,0.029,3
877,2023,Upper West,Jirapa,Wesley Girls,public,24.3,32.9,90.2,91.9,0.029,4
878,2020,Northern,Savelugu,Wesley Girls,private,57.6,28.7,76.1,78.7,0.043,4
879,2019,Western North,Bodi,Cape Coast Technical University,private,72,32.8,77.4,85.5,0.053,6
880,2022,Volta,Keta,UCC Practice School,public,33.4,29.5,75.3,82.9,0.048,6
881,2025,Central,Komenda,Wesley Girls,private,64.7,29,70.1,76.3,0.047,4
882,2025,Eastern,Koforidua,Mfantsipim School,public,37.6,31.8,74.1,76.6,0.037,3
883,2018,Western,Shama,St Augustine's College,private,33.9,29.8,82.6,75.7,0.043,5
884,2021,Eastern,Koforidua,Adisadel College,private,24.7,25.5,94.1,93.9,0.047,4
885,2023,Central,Kasoa,Cape Coast Technical University,mission,50.2,29.3,68.5,77.2,0.041,3
886,2023,Upper West,Wa,Ghana National College,private,21,30.3,86.9,90,0.033,3
